FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,7,0:00:01.701546,0.09798320284925217,kNN,14,Regression,22.349570200573066,0.2881304539246248
MICE,,0:12:33.201568,0.06170547361073404,kNN,14,Regression,11.174785100286533,0.5112817408600058
GAIN,,0:00:01.298462,0.3916752518436786,kNN,14,Regression,36.38968481375358,-0.045370403110341684
Mean,,0:00:00,0.13053661475560208,kNN,14,Regression,26.361031518624642,0.1984656219648161
Median,,0:00:00.002021,0.13157699749016746,kNN,14,Regression,25.214899713467048,0.2165733767948319
Min,,0:00:00,0.32797031957947503,kNN,14,Regression,32.9512893982808,0.045332406246645474
Max,,0:00:00,0.8073578501063521,kNN,14,Regression,40.11461318051576,-0.1363878822700646
Full,,,,kNN,14,Regression,7.736389684813753,0.5712021178269606
kNN,7,0:00:01.701546,0.09798320284925217,kNN,5,Classification,19.197707736389685,0.32951289398280803
MICE,,0:12:33.201568,0.06170547361073404,kNN,5,Classification,10.601719197707736,0.4040114613180516
GAIN,,0:00:01.298462,0.3916752518436786,kNN,5,Classification,36.67621776504298,0.27793696275071633
Mean,,0:00:00,0.13053661475560208,kNN,5,Classification,26.074498567335244,0.3037249283667622
Median,,0:00:00.002021,0.13157699749016746,kNN,5,Classification,23.49570200573066,0.332378223495702
Min,,0:00:00,0.32797031957947503,kNN,5,Classification,26.93409742120344,0.30659025787965616
Max,,0:00:00,0.8073578501063521,kNN,5,Classification,39.82808022922636,0.2607449856733524
Full,,,,kNN,5,Classification,7.736389684813753,0.46418338108882523
kNN,7,0:00:01.701546,0.09798320284925217,RandomForest,49,Regression,14.326647564469914,0.45331036030146743
MICE,,0:12:33.201568,0.06170547361073404,RandomForest,49,Regression,12.034383954154729,0.5298844222259403
GAIN,,0:00:01.298462,0.3916752518436786,RandomForest,49,Regression,25.501432664756447,-0.094021992398446
Mean,,0:00:00,0.13053661475560208,RandomForest,49,Regression,15.18624641833811,0.4910125452919709
Median,,0:00:00.002021,0.13157699749016746,RandomForest,49,Regression,15.759312320916905,0.48356920972742223
Min,,0:00:00,0.32797031957947503,RandomForest,49,Regression,25.787965616045845,-0.12275046964142122
Max,,0:00:00,0.8073578501063521,RandomForest,49,Regression,22.922636103151863,0.050205367384901445
Full,,,,RandomForest,49,Regression,10.888252148997134,0.5958225448454182
kNN,7,0:00:01.701546,0.09798320284925217,RandomForest,37,Classification,10.601719197707736,0.35816618911174786
MICE,,0:12:33.201568,0.06170547361073404,RandomForest,37,Classification,9.455587392550143,0.35816618911174786
GAIN,,0:00:01.298462,0.3916752518436786,RandomForest,37,Classification,14.040114613180515,0.33810888252148996
Mean,,0:00:00,0.13053661475560208,RandomForest,37,Classification,11.74785100286533,0.3638968481375358
Median,,0:00:00.002021,0.13157699749016746,RandomForest,37,Classification,10.888252148997134,0.3753581661891118
Min,,0:00:00,0.32797031957947503,RandomForest,37,Classification,14.326647564469914,0.3467048710601719
Max,,0:00:00,0.8073578501063521,RandomForest,37,Classification,14.613180515759312,0.3438395415472779
Full,,,,RandomForest,37,Classification,8.30945558739255,0.38968481375358166
