FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,9,0:00:19.676307,0.12462911957146104,kNN,3,Regression,40.401146131805156,-0.5163885659723688
MICE,,0:28:47.846222,0.07908843797569101,kNN,3,Regression,12.893982808022923,0.42037665489867393
GAIN,,0:00:12.409026,0.2897142124809071,kNN,3,Regression,75.07163323782235,-1.4242666822263788
Mean,,0:00:00.001337,0.1553389205702115,kNN,3,Regression,48.137535816618914,-0.9188982239169039
Median,,0:00:00.021215,0.157175834270803,kNN,3,Regression,42.693409742120345,-0.77849952871506
Min,,0:00:00.005431,0.3454999081398461,kNN,3,Regression,63.03724928366762,-2.24793898557667
Max,,0:00:00.000741,0.6926782442452707,kNN,3,Regression,72.77936962750717,-1.588030779278752
Full,,,,kNN,3,Regression,7.736389684813753,0.5696088091790807
kNN,9,0:00:19.676307,0.12462911957146104,kNN,7,Classification,38.108882521489974,0.17191977077363896
MICE,,0:28:47.846222,0.07908843797569101,kNN,7,Classification,14.326647564469914,0.30659025787965616
GAIN,,0:00:12.409026,0.2897142124809071,kNN,7,Classification,70.48710601719198,0.06876790830945559
Mean,,0:00:00.001337,0.1553389205702115,kNN,7,Classification,46.41833810888252,0.17478510028653296
Median,,0:00:00.021215,0.157175834270803,kNN,7,Classification,45.55873925501432,0.17478510028653296
Min,,0:00:00.005431,0.3454999081398461,kNN,7,Classification,54.154727793696274,0.12607449856733524
Max,,0:00:00.000741,0.6926782442452707,kNN,7,Classification,72.49283667621776,0.06303724928366762
Full,,,,kNN,7,Classification,6.876790830945558,0.4469914040114613
kNN,9,0:00:19.676307,0.12462911957146104,RandomForest,56,Regression,23.49570200573066,0.3472920911471158
MICE,,0:28:47.846222,0.07908843797569101,RandomForest,56,Regression,13.753581661891117,0.5372706879480424
GAIN,,0:00:12.409026,0.2897142124809071,RandomForest,56,Regression,48.42406876790831,-0.13393531459669483
Mean,,0:00:00.001337,0.1553389205702115,RandomForest,56,Regression,27.507163323782233,0.22453632246778998
Median,,0:00:00.021215,0.157175834270803,RandomForest,56,Regression,25.501432664756447,0.23415052506184675
Min,,0:00:00.005431,0.3454999081398461,RandomForest,56,Regression,44.126074498567334,-1.1786709917918818
Max,,0:00:00.000741,0.6926782442452707,RandomForest,56,Regression,57.59312320916906,-1.0680301684872586
Full,,,,RandomForest,56,Regression,11.174785100286533,0.5538823358670059
kNN,9,0:00:19.676307,0.12462911957146104,RandomForest,55,Classification,16.9054441260745,0.27793696275071633
MICE,,0:28:47.846222,0.07908843797569101,RandomForest,55,Classification,14.040114613180515,0.3037249283667622
GAIN,,0:00:12.409026,0.2897142124809071,RandomForest,55,Classification,32.378223495702,0.24068767908309455
Mean,,0:00:00.001337,0.1553389205702115,RandomForest,55,Classification,21.48997134670487,0.2636103151862464
Median,,0:00:00.021215,0.157175834270803,RandomForest,55,Classification,20.05730659025788,0.25501432664756446
Min,,0:00:00.005431,0.3454999081398461,RandomForest,55,Classification,35.53008595988538,0.20057306590257878
Max,,0:00:00.000741,0.6926782442452707,RandomForest,55,Classification,48.710601719197705,0.22063037249283668
Full,,,,RandomForest,55,Classification,10.02865329512894,0.3638968481375358
