FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,13,0:00:01.958736,0.1105022981017045,kNN,10,Regression,32.9512893982808,0.19222656976070818
MICE,,0:13:28.210165,0.062418447592274696,kNN,10,Regression,11.461318051575931,0.5848101091650076
GAIN,,0:00:01.175951,0.38329658610448103,kNN,10,Regression,53.29512893982808,-0.48524761801301786
Mean,,0:00:00,0.14393303460366128,kNN,10,Regression,39.25501432664756,-0.03633237716999527
Median,,0:00:00,0.1455577393214378,kNN,10,Regression,38.68194842406877,0.0141995432552805
Min,,0:00:00,0.3454790136732441,kNN,10,Regression,54.154727793696274,-0.4610098996379626
Max,,0:00:00,0.6930385540919655,kNN,10,Regression,59.88538681948424,-0.8057585900009343
Full,,,,kNN,10,Regression,9.169054441260744,0.6454291152035001
kNN,13,0:00:01.958736,0.1105022981017045,kNN,15,Classification,30.08595988538682,0.2722063037249284
MICE,,0:13:28.210165,0.062418447592274696,kNN,15,Classification,11.461318051575931,0.3524355300859599
GAIN,,0:00:01.175951,0.38329658610448103,kNN,15,Classification,60.458452722063036,0.1346704871060172
Mean,,0:00:00,0.14393303460366128,kNN,15,Classification,37.82234957020057,0.24068767908309455
Median,,0:00:00,0.1455577393214378,kNN,15,Classification,34.95702005730659,0.2521489971346705
Min,,0:00:00,0.3454790136732441,kNN,15,Classification,48.99713467048711,0.18624641833810887
Max,,0:00:00,0.6930385540919655,kNN,15,Classification,65.0429799426934,0.11174785100286533
Full,,,,kNN,15,Classification,7.163323782234957,0.45272206303724927
kNN,13,0:00:01.958736,0.1105022981017045,RandomForest,58,Regression,20.05730659025788,0.40319723573451915
MICE,,0:13:28.210165,0.062418447592274696,RandomForest,58,Regression,12.034383954154729,0.6165383664478179
GAIN,,0:00:01.175951,0.38329658610448103,RandomForest,58,Regression,36.38968481375358,0.28222338443603856
Mean,,0:00:00,0.14393303460366128,RandomForest,58,Regression,25.214899713467048,0.28751999044845233
Median,,0:00:00,0.1455577393214378,RandomForest,58,Regression,24.92836676217765,0.2546119412499531
Min,,0:00:00,0.3454790136732441,RandomForest,58,Regression,39.25501432664756,-0.4433210931744649
Max,,0:00:00,0.6930385540919655,RandomForest,58,Regression,43.83954154727794,-0.6163220478910172
Full,,,,RandomForest,58,Regression,8.595988538681949,0.6105370349823702
kNN,13,0:00:01.958736,0.1105022981017045,RandomForest,43,Classification,13.753581661891117,0.3209169054441261
MICE,,0:13:28.210165,0.062418447592274696,RandomForest,43,Classification,10.888252148997134,0.36103151862464183
GAIN,,0:00:01.175951,0.38329658610448103,RandomForest,43,Classification,16.6189111747851,0.2808022922636103
Mean,,0:00:00,0.14393303460366128,RandomForest,43,Classification,18.33810888252149,0.28653295128939826
Median,,0:00:00,0.1455577393214378,RandomForest,43,Classification,16.6189111747851,0.3209169054441261
Min,,0:00:00,0.3454790136732441,RandomForest,43,Classification,23.78223495702006,0.27793696275071633
Max,,0:00:00,0.6930385540919655,RandomForest,43,Classification,32.378223495702,0.25501432664756446
Full,,,,RandomForest,43,Classification,8.022922636103152,0.39255014326647564
