FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,11,0:00:00.235052,0.0658802598569111,kNN,3,Regression,12.893982808022923,0.4291764298376848
MICE,,0:12:48.232260,0.04044893882211081,kNN,3,Regression,10.315186246418339,0.5219980287933046
GAIN,,0:00:01.568358,0.42701827329419845,kNN,3,Regression,19.770773638968482,-0.06261888840235974
Mean,,0:00:00,0.10578535302056043,kNN,3,Regression,16.045845272206304,0.19697484378694563
Median,,0:00:00.002001,0.10928533039546151,kNN,3,Regression,14.899713467048711,0.22806728166833146
Min,,0:00:00.001000,0.3563040968679966,kNN,3,Regression,18.05157593123209,-0.10518575653895379
Max,,0:00:00.001000,0.7994333093966032,kNN,3,Regression,22.636103151862464,-0.12251611058949341
Full,,,,kNN,3,Regression,10.02865329512894,0.5368937332357873
kNN,11,0:00:00.235052,0.0658802598569111,kNN,5,Classification,10.888252148997134,0.4154727793696275
MICE,,0:12:48.232260,0.04044893882211081,kNN,5,Classification,9.742120343839542,0.4326647564469914
GAIN,,0:00:01.568358,0.42701827329419845,kNN,5,Classification,17.76504297994269,0.39255014326647564
Mean,,0:00:00,0.10578535302056043,kNN,5,Classification,13.753581661891117,0.40974212034383956
Median,,0:00:00.002001,0.10928533039546151,kNN,5,Classification,12.320916905444125,0.40974212034383956
Min,,0:00:00.001000,0.3563040968679966,kNN,5,Classification,15.759312320916905,0.3982808022922636
Max,,0:00:00.001000,0.7994333093966032,kNN,5,Classification,21.20343839541547,0.3753581661891118
Full,,,,kNN,5,Classification,9.169054441260744,0.4355300859598854
kNN,11,0:00:00.235052,0.0658802598569111,RandomForest,46,Regression,10.02865329512894,0.5047277915343491
MICE,,0:12:48.232260,0.04044893882211081,RandomForest,46,Regression,9.742120343839542,0.559837949137316
GAIN,,0:00:01.568358,0.42701827329419845,RandomForest,46,Regression,12.893982808022923,0.47561198875474797
Mean,,0:00:00,0.10578535302056043,RandomForest,46,Regression,11.174785100286533,0.48831977508001634
Median,,0:00:00.002001,0.10928533039546151,RandomForest,46,Regression,10.888252148997134,0.4937348588038385
Min,,0:00:00.001000,0.3563040968679966,RandomForest,46,Regression,13.46704871060172,0.43666616090637345
Max,,0:00:00.001000,0.7994333093966032,RandomForest,46,Regression,12.607449856733524,0.42788131010485175
Full,,,,RandomForest,46,Regression,9.455587392550143,0.5638405118431331
kNN,11,0:00:00.235052,0.0658802598569111,RandomForest,17,Classification,11.461318051575931,0.33810888252148996
MICE,,0:12:48.232260,0.04044893882211081,RandomForest,17,Classification,12.607449856733524,0.3438395415472779
GAIN,,0:00:01.568358,0.42701827329419845,RandomForest,17,Classification,12.607449856733524,0.332378223495702
Mean,,0:00:00,0.10578535302056043,RandomForest,17,Classification,12.034383954154729,0.3237822349570201
Median,,0:00:00.002001,0.10928533039546151,RandomForest,17,Classification,12.320916905444125,0.32951289398280803
Min,,0:00:00.001000,0.3563040968679966,RandomForest,17,Classification,12.320916905444125,0.32664756446991405
Max,,0:00:00.001000,0.7994333093966032,RandomForest,17,Classification,12.893982808022923,0.3237822349570201
Full,,,,RandomForest,17,Classification,11.74785100286533,0.33810888252148996
