0.160000,217.779999,213.660004,162.399994,874.809998,21.117794,20.116207,19.523813,19.219973
0.253000,475.760010,448.063812,354.269989,2006.430054,20.591228,19.499031,18.931896,18.601166
0.156000,151.089996,165.130005,122.080002,497.799988,21.707369,20.562283,19.998091,19.572958
0.094000,219.660004,190.759995,179.935776,272.059998,21.337103,20.015020,19.516535,19.195211
0.486411,151.095001,120.500000,100.991615,224.429993,21.632084,20.821278,20.342615,19.984423
1.295000,283.608185,212.220001,147.309998,83.379997,21.323751,19.704826,19.193405,18.875885
0.212000,211.550003,150.729996,150.918259,115.690002,23.551374,21.783236,20.876432,20.558319
0.103000,177.089996,137.940002,96.904152,182.773392,21.479500,20.559155,19.995571,19.648277
0.219000,307.230011,242.699997,295.915222,1529.030029,20.115015,19.406986,19.302881,19.155895
0.121000,182.039993,148.050003,119.959999,173.339996,22.923439,21.585289,20.799107,20.403137
0.157000,378.369995,279.950012,289.200012,1606.290039,20.826273,19.727015,19.356464,18.992283
0.238000,155.309998,136.154907,159.011459,1094.420044,20.778532,20.074249,19.632080,19.460154
0.202000,187.759995,182.210007,157.830002,457.970001,22.356268,21.007797,20.195570,19.821074
-1.201508,93.760002,59.080002,64.888664,64.371765,22.866615,21.924896,21.328846,21.000937
44.762001,141.679993,241.470596,259.609985,439.700012,21.245310,20.573458,20.438437,20.394217
0.210000,147.880005,138.250000,117.431282,386.031677,22.190578,21.021265,20.441240,20.113403
0.177000,65.080002,52.529999,72.459999,63.480000,23.783270,22.837301,21.604778,21.105036
0.189000,181.513367,219.979996,355.859985,586.512451,24.127302,22.668657,21.580692,20.971430
0.185000,106.263023,116.716736,78.050003,369.829987,22.734400,21.421839,20.818506,20.423832
0.049647,161.899994,162.550003,153.110001,897.289978,20.956600,20.072842,19.624449,19.354059
0.116000,125.160004,194.279999,355.690002,737.909973,22.822908,21.327873,20.765039,20.395237
-0.031625,167.759995,137.690002,88.190002,76.260002,23.056858,21.307961,20.302841,19.975405
8.705000,543.130005,440.619995,332.529999,1554.677734,19.991966,18.645008,18.114546,17.721630
0.764105,149.304581,162.330002,130.899994,784.229980,22.620401,21.152653,20.478788,20.176384
0.192000,124.820000,152.519440,106.923096,568.792358,20.738609,19.992786,19.593306,19.438698
0.270000,203.070007,165.650131,185.800003,289.491089,22.892847,22.296869,21.301159,20.942339
-0.316036,193.949997,154.509995,120.949997,125.209999,22.137892,20.583914,19.951214,19.596966
-0.090898,260.417084,225.520004,157.070007,526.873413,21.447412,19.921751,19.405369,19.126877
0.351000,188.278076,151.639999,148.000000,232.580002,23.007385,22.167435,21.351748,20.934864
0.126000,65.320000,55.529999,75.028534,122.410004,22.379055,21.300617,20.878057,20.628212
0.369000,189.110001,191.660004,278.709991,899.080017,20.870203,20.002693,19.520063,19.269125
0.117000,174.339996,117.349998,113.849998,89.029999,22.570620,21.226940,20.560694,20.158411
0.205526,163.970001,185.399994,120.540001,699.619995,21.116150,20.308481,19.742523,19.428724
0.132000,158.949997,105.463928,98.745613,62.008408,23.550043,21.855518,21.007034,20.543407
0.110000,118.003212,115.610001,91.669998,286.739990,22.712292,21.397499,20.857540,20.499306
0.089000,98.570000,77.930000,159.493423,1038.059570,19.998026,19.813934,19.566854,19.454641
0.095000,63.669998,71.230003,55.279999,377.390015,20.796457,20.311153,19.996742,19.771917
0.162000,113.957245,86.440002,89.664505,68.190002,24.771807,23.385881,22.293924,21.511015
10.383000,777.599976,1201.728149,532.693115,258.989990,19.475143,18.441242,17.736612,17.598921
0.355000,813.469971,655.545044,370.179993,1757.300781,18.905699,17.893652,17.958647,17.406017
0.096000,53.990002,52.150002,70.330002,80.190002,22.608223,21.040918,20.441917,20.248568
