FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,11,0:00:01.286988,0.0915432878400953,kNN,3,Regression,18.911174785100286,0.17880099107164815
MICE,,0:10:07.079241,0.05157186338376096,kNN,3,Regression,8.882521489971346,0.5033674473164316
GAIN,,0:00:01.872635,0.29228696703466084,kNN,3,Regression,27.793696275071632,-0.3211258812401929
Mean,,0:00:00,0.13149505143031093,kNN,3,Regression,20.916905444126076,-0.03897977945158759
Median,,0:00:00,0.13067895083541736,kNN,3,Regression,20.916905444126076,0.020832387916749573
Min,,0:00:00,0.3610143594190196,kNN,3,Regression,26.074498567335244,-0.6856724388152766
Max,,0:00:00,0.7740880152856071,kNN,3,Regression,34.383954154727796,-0.7965096354672239
Full,,,,kNN,3,Regression,7.163323782234957,0.5875639045099685
kNN,11,0:00:01.286988,0.0915432878400953,kNN,11,Classification,16.9054441260745,0.40114613180515757
MICE,,0:10:07.079241,0.05157186338376096,kNN,11,Classification,6.876790830945558,0.4584527220630373
GAIN,,0:00:01.872635,0.29228696703466084,kNN,11,Classification,23.20916905444126,0.335243553008596
Mean,,0:00:00,0.13149505143031093,kNN,11,Classification,18.911174785100286,0.36962750716332377
Median,,0:00:00,0.13067895083541736,kNN,11,Classification,18.624641833810887,0.40114613180515757
Min,,0:00:00,0.3610143594190196,kNN,11,Classification,24.355300859598852,0.3638968481375358
Max,,0:00:00,0.7740880152856071,kNN,11,Classification,29.512893982808023,0.32951289398280803
Full,,,,kNN,11,Classification,6.303724928366762,0.4785100286532951
kNN,11,0:00:01.286988,0.0915432878400953,RandomForest,43,Regression,14.040114613180515,0.5143206496870367
MICE,,0:10:07.079241,0.05157186338376096,RandomForest,43,Regression,11.174785100286533,0.597756359140962
GAIN,,0:00:01.872635,0.29228696703466084,RandomForest,43,Regression,18.624641833810887,0.469220415525505
Mean,,0:00:00,0.13149505143031093,RandomForest,43,Regression,14.899713467048711,0.48417715886007173
Median,,0:00:00,0.13067895083541736,RandomForest,43,Regression,15.472779369627506,0.48821064540204084
Min,,0:00:00,0.3610143594190196,RandomForest,43,Regression,22.349570200573066,0.232077971081608
Max,,0:00:00,0.7740880152856071,RandomForest,43,Regression,20.05730659025788,-0.24625473932540332
Full,,,,RandomForest,43,Regression,11.461318051575931,0.5822189539792118
kNN,11,0:00:01.286988,0.0915432878400953,RandomForest,56,Classification,10.315186246418339,0.36962750716332377
MICE,,0:10:07.079241,0.05157186338376096,RandomForest,56,Classification,8.882521489971346,0.37822349570200575
GAIN,,0:00:01.872635,0.29228696703466084,RandomForest,56,Classification,10.888252148997134,0.36962750716332377
Mean,,0:00:00,0.13149505143031093,RandomForest,56,Classification,9.169054441260744,0.3753581661891118
Median,,0:00:00,0.13067895083541736,RandomForest,56,Classification,9.169054441260744,0.36103151862464183
Min,,0:00:00,0.3610143594190196,RandomForest,56,Classification,13.180515759312321,0.3753581661891118
Max,,0:00:00,0.7740880152856071,RandomForest,56,Classification,14.040114613180515,0.3667621776504298
Full,,,,RandomForest,56,Classification,9.169054441260744,0.39255014326647564
