FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,17,0:00:01.807982,0.09279035172786644,kNN,13,Regression,31.23209169054441,0.2483606940797416
MICE,,0:12:32.112924,0.05251483044269266,kNN,13,Regression,12.607449856733524,0.382096502271402
GAIN,,0:00:01.358337,0.3372625438965923,kNN,13,Regression,49.570200573065904,-0.14485268042512223
Mean,,0:00:00,0.12447982538419745,kNN,13,Regression,38.68194842406877,0.16550190795116315
Median,,0:00:00,0.1260377797330963,kNN,13,Regression,36.67621776504298,0.2139047064963534
Min,,0:00:00,0.3184547266393275,kNN,13,Regression,51.862464183381086,-0.03561881511180043
Max,,0:00:00,0.7805625465138482,kNN,13,Regression,60.74498567335244,-0.28233590227788463
Full,,,,kNN,13,Regression,8.30945558739255,0.48247813313622745
kNN,17,0:00:01.807982,0.09279035172786644,kNN,9,Classification,28.939828080229226,0.27507163323782235
MICE,,0:12:32.112924,0.05251483044269266,kNN,9,Classification,12.607449856733524,0.3753581661891118
GAIN,,0:00:01.358337,0.3372625438965923,kNN,9,Classification,51.57593123209169,0.16045845272206305
Mean,,0:00:00,0.12447982538419745,kNN,9,Classification,36.38968481375358,0.25787965616045844
Median,,0:00:00,0.1260377797330963,kNN,9,Classification,33.2378223495702,0.2521489971346705
Min,,0:00:00,0.3184547266393275,kNN,9,Classification,50.1432664756447,0.2148997134670487
Max,,0:00:00,0.7805625465138482,kNN,9,Classification,62.46418338108882,0.12607449856733524
Full,,,,kNN,9,Classification,6.876790830945558,0.504297994269341
kNN,17,0:00:01.807982,0.09279035172786644,RandomForest,47,Regression,16.9054441260745,0.4745300694639081
MICE,,0:12:32.112924,0.05251483044269266,RandomForest,47,Regression,11.74785100286533,0.5236914188188921
GAIN,,0:00:01.358337,0.3372625438965923,RandomForest,47,Regression,30.08595988538682,0.28352911443227324
Mean,,0:00:00,0.12447982538419745,RandomForest,47,Regression,22.349570200573066,0.3072760772261327
Median,,0:00:00,0.1260377797330963,RandomForest,47,Regression,21.20343839541547,0.33175103992075217
Min,,0:00:00,0.3184547266393275,RandomForest,47,Regression,40.401146131805156,-0.13379932995473176
Max,,0:00:00,0.7805625465138482,RandomForest,47,Regression,39.25501432664756,-0.17514825062853911
Full,,,,RandomForest,47,Regression,9.455587392550143,0.5493407600934996
kNN,17,0:00:01.807982,0.09279035172786644,RandomForest,28,Classification,15.18624641833811,0.29512893982808025
MICE,,0:12:32.112924,0.05251483044269266,RandomForest,28,Classification,12.034383954154729,0.32951289398280803
GAIN,,0:00:01.358337,0.3372625438965923,RandomForest,28,Classification,19.484240687679083,0.28653295128939826
Mean,,0:00:00,0.12447982538419745,RandomForest,28,Classification,16.6189111747851,0.29512893982808025
Median,,0:00:00,0.1260377797330963,RandomForest,28,Classification,15.472779369627506,0.29512893982808025
Min,,0:00:00,0.3184547266393275,RandomForest,28,Classification,25.787965616045845,0.2492836676217765
Max,,0:00:00,0.7805625465138482,RandomForest,28,Classification,23.78223495702006,0.2922636103151863
Full,,,,RandomForest,28,Classification,10.02865329512894,0.3467048710601719
