FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,27,0:00:00.897567,0.09975964227450362,kNN,4,Regression,28.939828080229226,0.16026294625076187
MICE,,0:12:05.079512,0.045710351902743696,kNN,4,Regression,12.607449856733524,0.5714864476790742
GAIN,,0:00:01.467816,0.35986883362834976,kNN,4,Regression,54.154727793696274,-0.3703894988625065
Mean,,0:00:00,0.13928935415380952,kNN,4,Regression,36.96275071633238,-0.16987550914652028
Median,,0:00:00,0.14123752010324328,kNN,4,Regression,34.097421203438394,-0.07021440728394901
Min,,0:00:00,0.35961019492774776,kNN,4,Regression,47.56446991404012,-0.7266614837020433
Max,,0:00:00,0.8052574627231075,kNN,4,Regression,59.88538681948424,-0.8978594976297976
Full,,,,kNN,4,Regression,6.590257879656161,0.7386091026220574
kNN,27,0:00:00.897567,0.09975964227450362,kNN,19,Classification,27.507163323782233,0.2836676217765043
MICE,,0:12:05.079512,0.045710351902743696,kNN,19,Classification,10.601719197707736,0.35816618911174786
GAIN,,0:00:01.467816,0.35986883362834976,kNN,19,Classification,49.570200573065904,0.166189111747851
Mean,,0:00:00,0.13928935415380952,kNN,19,Classification,34.097421203438394,0.2607449856733524
Median,,0:00:00,0.14123752010324328,kNN,19,Classification,31.23209169054441,0.2836676217765043
Min,,0:00:00,0.35961019492774776,kNN,19,Classification,41.83381088825215,0.23782234957020057
Max,,0:00:00,0.8052574627231075,kNN,19,Classification,60.17191977077364,0.14040114613180515
Full,,,,kNN,19,Classification,6.590257879656161,0.46418338108882523
kNN,27,0:00:00.897567,0.09975964227450362,RandomForest,54,Regression,16.6189111747851,0.3862778620878553
MICE,,0:12:05.079512,0.045710351902743696,RandomForest,54,Regression,10.315186246418339,0.542318165867261
GAIN,,0:00:01.467816,0.35986883362834976,RandomForest,54,Regression,32.378223495702,-0.1897844285375292
Mean,,0:00:00,0.13928935415380952,RandomForest,54,Regression,23.49570200573066,0.2446435790215863
Median,,0:00:00,0.14123752010324328,RandomForest,54,Regression,22.922636103151863,0.2636039296607875
Min,,0:00:00,0.35961019492774776,RandomForest,54,Regression,33.5243553008596,-0.47438370358877013
Max,,0:00:00,0.8052574627231075,RandomForest,54,Regression,34.383954154727796,-0.6354392622637217
Full,,,,RandomForest,54,Regression,9.455587392550143,0.5642484140416355
kNN,27,0:00:00.897567,0.09975964227450362,RandomForest,33,Classification,10.601719197707736,0.3037249283667622
MICE,,0:12:05.079512,0.045710351902743696,RandomForest,33,Classification,8.882521489971346,0.33810888252148996
GAIN,,0:00:01.467816,0.35986883362834976,RandomForest,33,Classification,14.326647564469914,0.27793696275071633
Mean,,0:00:00,0.13928935415380952,RandomForest,33,Classification,14.040114613180515,0.27793696275071633
Median,,0:00:00,0.14123752010324328,RandomForest,33,Classification,12.320916905444125,0.29512893982808025
Min,,0:00:00,0.35961019492774776,RandomForest,33,Classification,21.20343839541547,0.2664756446991404
Max,,0:00:00,0.8052574627231075,RandomForest,33,Classification,22.636103151862464,0.2607449856733524
Full,,,,RandomForest,33,Classification,8.30945558739255,0.3638968481375358
