FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,29,0:00:00.735861,0.09876436220090015,kNN,3,Regression,31.51862464183381,-0.36206086500165546
MICE,,0:12:48.540475,0.03953078676504443,kNN,3,Regression,8.022922636103152,0.6785492321694673
GAIN,,0:00:01.965499,0.3523093484831116,kNN,3,Regression,51.57593123209169,-1.3805039925096603
Mean,,0:00:00,0.13649522525738786,kNN,3,Regression,34.95702005730659,-0.6321737478871974
Median,,0:00:00,0.13845411861994542,kNN,3,Regression,36.10315186246418,-0.69539103568665
Min,,0:00:00,0.33061261534708514,kNN,3,Regression,51.862464183381086,-2.493712352359064
Max,,0:00:00,0.7807894577166731,kNN,3,Regression,57.02005730659026,-1.6732351149589224
Full,,,,kNN,3,Regression,6.303724928366762,0.7640302770915454
kNN,29,0:00:00.735861,0.09876436220090015,kNN,7,Classification,26.64756446991404,0.30659025787965616
MICE,,0:12:48.540475,0.03953078676504443,kNN,7,Classification,7.4498567335243555,0.39255014326647564
GAIN,,0:00:01.965499,0.3523093484831116,kNN,7,Classification,45.55873925501432,0.19197707736389685
Mean,,0:00:00,0.13649522525738786,kNN,7,Classification,30.37249283667622,0.2836676217765043
Median,,0:00:00,0.13845411861994542,kNN,7,Classification,30.659025787965614,0.25787965616045844
Min,,0:00:00,0.33061261534708514,kNN,7,Classification,39.82808022922636,0.2521489971346705
Max,,0:00:00,0.7807894577166731,kNN,7,Classification,56.44699140401146,0.17191977077363896
Full,,,,kNN,7,Classification,4.871060171919771,0.49283667621776506
kNN,29,0:00:00.735861,0.09876436220090015,RandomForest,58,Regression,16.045845272206304,0.3499598658450076
MICE,,0:12:48.540475,0.03953078676504443,RandomForest,58,Regression,8.022922636103152,0.6564490322081122
GAIN,,0:00:01.965499,0.3523093484831116,RandomForest,58,Regression,32.9512893982808,-0.7762960197913436
Mean,,0:00:00,0.13649522525738786,RandomForest,58,Regression,21.77650429799427,0.20543949398460004
Median,,0:00:00,0.13845411861994542,RandomForest,58,Regression,22.636103151862464,0.1512266274958436
Min,,0:00:00,0.33061261534708514,RandomForest,58,Regression,32.9512893982808,-0.46666767025291134
Max,,0:00:00,0.7807894577166731,RandomForest,58,Regression,35.53008595988538,-0.8652547423880099
Full,,,,RandomForest,58,Regression,8.30945558739255,0.6645568437092783
kNN,29,0:00:00.735861,0.09876436220090015,RandomForest,50,Classification,11.74785100286533,0.31805157593123207
MICE,,0:12:48.540475,0.03953078676504443,RandomForest,50,Classification,8.882521489971346,0.3495702005730659
GAIN,,0:00:01.965499,0.3523093484831116,RandomForest,50,Classification,19.770773638968482,0.2492836676217765
Mean,,0:00:00,0.13649522525738786,RandomForest,50,Classification,14.613180515759312,0.3037249283667622
Median,,0:00:00,0.13845411861994542,RandomForest,50,Classification,12.320916905444125,0.3151862464183381
Min,,0:00:00,0.33061261534708514,RandomForest,50,Classification,16.6189111747851,0.3037249283667622
Max,,0:00:00,0.7807894577166731,RandomForest,50,Classification,26.64756446991404,0.2349570200573066
Full,,,,RandomForest,50,Classification,8.595988538681949,0.36103151862464183
