FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,25,0:00:01.505852,0.09962414509261398,kNN,11,Regression,38.39541547277937,0.16125357246417094
MICE,,0:12:19.343780,0.04634731234262129,kNN,11,Regression,15.18624641833811,0.4977412091869775
GAIN,,0:00:01.176467,0.34832603470688334,kNN,11,Regression,59.598853868194844,-0.12436095517532553
Mean,,0:00:00,0.13913197079728454,kNN,11,Regression,41.260744985673355,0.10891311676995852
Median,,0:00:00,0.1397834912551298,kNN,11,Regression,38.39541547277937,0.16682293675256088
Min,,0:00:00.008021,0.3543789752870399,kNN,11,Regression,53.86819484240688,-0.14630772896401
Max,,0:00:00,0.7514466638103808,kNN,11,Regression,64.756446991404,-0.32347685470644594
Full,,,,kNN,11,Regression,9.455587392550143,0.6066928957528318
kNN,25,0:00:01.505852,0.09962414509261398,kNN,13,Classification,38.39541547277937,0.2492836676217765
MICE,,0:12:19.343780,0.04634731234262129,kNN,13,Classification,13.753581661891117,0.30945558739255014
GAIN,,0:00:01.176467,0.34832603470688334,kNN,13,Classification,62.46418338108882,0.14613180515759314
Mean,,0:00:00,0.13913197079728454,kNN,13,Classification,41.54727793696275,0.24355300859598855
Median,,0:00:00,0.1397834912551298,kNN,13,Classification,38.68194842406877,0.22922636103151864
Min,,0:00:00.008021,0.3543789752870399,kNN,13,Classification,50.7163323782235,0.1977077363896848
Max,,0:00:00,0.7514466638103808,kNN,13,Classification,65.9025787965616,0.1318051575931232
Full,,,,kNN,13,Classification,7.736389684813753,0.4670487106017192
kNN,25,0:00:01.505852,0.09962414509261398,RandomForest,59,Regression,21.77650429799427,0.37035798624013005
MICE,,0:12:19.343780,0.04634731234262129,RandomForest,59,Regression,13.46704871060172,0.5132965318752354
GAIN,,0:00:01.176467,0.34832603470688334,RandomForest,59,Regression,30.945558739255013,0.2995902752652967
Mean,,0:00:00,0.13913197079728454,RandomForest,59,Regression,25.214899713467048,0.2688966359754319
Median,,0:00:00,0.1397834912551298,RandomForest,59,Regression,25.214899713467048,0.27220030460602784
Min,,0:00:00.008021,0.3543789752870399,RandomForest,59,Regression,41.260744985673355,-0.6454683534920131
Max,,0:00:00,0.7514466638103808,RandomForest,59,Regression,37.82234957020057,-0.06662259663534664
Full,,,,RandomForest,59,Regression,11.174785100286533,0.510477879990756
kNN,25,0:00:01.505852,0.09962414509261398,RandomForest,21,Classification,13.180515759312321,0.27793696275071633
MICE,,0:12:19.343780,0.04634731234262129,RandomForest,21,Classification,12.893982808022923,0.3123209169054441
GAIN,,0:00:01.176467,0.34832603470688334,RandomForest,21,Classification,18.33810888252149,0.25787965616045844
Mean,,0:00:00,0.13913197079728454,RandomForest,21,Classification,16.045845272206304,0.2693409742120344
Median,,0:00:00,0.1397834912551298,RandomForest,21,Classification,15.472779369627506,0.2636103151862464
Min,,0:00:00.008021,0.3543789752870399,RandomForest,21,Classification,24.068767908309457,0.28939828080229224
Max,,0:00:00,0.7514466638103808,RandomForest,21,Classification,28.08022922636103,0.24641833810888253
Full,,,,RandomForest,21,Classification,8.595988538681949,0.39255014326647564
