FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,9,0:00:00.547139,0.07497863429950723,kNN,14,Regression,19.484240687679083,0.44330937290745476
MICE,,0:13:15.876507,0.03432288770518561,kNN,14,Regression,10.315186246418339,0.6308832727809075
GAIN,,0:00:01.178117,0.37825704247761044,kNN,14,Regression,36.38968481375358,0.03958920098072982
Mean,,0:00:00,0.1217749888201629,kNN,14,Regression,25.214899713467048,0.3115337073290979
Median,,0:00:00,0.12118063808234263,kNN,14,Regression,23.78223495702006,0.3304008232316974
Min,,0:00:00,0.3466974275268126,kNN,14,Regression,34.383954154727796,0.09852585743221276
Max,,0:00:00,0.8045246052292849,kNN,14,Regression,46.70487106017192,-0.2160561150751712
Full,,,,kNN,14,Regression,7.163323782234957,0.6838646348272868
kNN,9,0:00:00.547139,0.07497863429950723,kNN,17,Classification,18.911174785100286,0.3868194842406877
MICE,,0:13:15.876507,0.03432288770518561,kNN,17,Classification,7.4498567335243555,0.4498567335243553
GAIN,,0:00:01.178117,0.37825704247761044,kNN,17,Classification,34.097421203438394,0.28653295128939826
Mean,,0:00:00,0.1217749888201629,kNN,17,Classification,24.068767908309457,0.3553008595988539
Median,,0:00:00,0.12118063808234263,kNN,17,Classification,23.20916905444126,0.3524355300859599
Min,,0:00:00,0.3466974275268126,kNN,17,Classification,27.793696275071632,0.32664756446991405
Max,,0:00:00,0.8045246052292849,kNN,17,Classification,43.26647564469914,0.2693409742120344
Full,,,,kNN,17,Classification,5.157593123209169,0.504297994269341
kNN,9,0:00:00.547139,0.07497863429950723,RandomForest,18,Regression,10.315186246418339,0.5074747329132965
MICE,,0:13:15.876507,0.03432288770518561,RandomForest,18,Regression,10.315186246418339,0.5768686019900945
GAIN,,0:00:01.178117,0.37825704247761044,RandomForest,18,Regression,24.068767908309457,0.2734461241895094
Mean,,0:00:00,0.1217749888201629,RandomForest,18,Regression,15.472779369627506,0.42961760464306775
Median,,0:00:00,0.12118063808234263,RandomForest,18,Regression,14.326647564469914,0.430431126402254
Min,,0:00:00,0.3466974275268126,RandomForest,18,Regression,22.922636103151863,0.10285611313618714
Max,,0:00:00,0.8045246052292849,RandomForest,18,Regression,26.64756446991404,-0.33165213186776943
Full,,,,RandomForest,18,Regression,9.169054441260744,0.560149907858408
kNN,9,0:00:00.547139,0.07497863429950723,RandomForest,60,Classification,9.455587392550143,0.335243553008596
MICE,,0:13:15.876507,0.03432288770518561,RandomForest,60,Classification,9.455587392550143,0.3495702005730659
GAIN,,0:00:01.178117,0.37825704247761044,RandomForest,60,Classification,11.461318051575931,0.30945558739255014
Mean,,0:00:00,0.1217749888201629,RandomForest,60,Classification,11.461318051575931,0.32664756446991405
Median,,0:00:00,0.12118063808234263,RandomForest,60,Classification,10.315186246418339,0.3438395415472779
Min,,0:00:00,0.3466974275268126,RandomForest,60,Classification,12.893982808022923,0.3467048710601719
Max,,0:00:00,0.8045246052292849,RandomForest,60,Classification,16.332378223495702,0.3008595988538682
Full,,,,RandomForest,60,Classification,7.736389684813753,0.3667621776504298
