FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,7,0:00:12.741607,0.10414412674104358,kNN,6,Regression,43.55300859598854,-0.37620622050582564
MICE,,0:29:29.748194,0.05226724412367474,kNN,6,Regression,15.18624641833811,0.5501440179009554
GAIN,,0:00:08.015194,0.3674606131340872,kNN,6,Regression,57.87965616045845,-0.6961373594222078
Mean,,0:00:00.001246,0.123468429617372,kNN,6,Regression,50.429799426934096,-0.5410504791023594
Median,,0:00:00.005663,0.12377254826090386,kNN,6,Regression,48.99713467048711,-0.4737671095915672
Min,,0:00:00.000863,0.31623555564806183,kNN,6,Regression,67.0487106017192,-1.5538071209212787
Max,,0:00:00.000911,0.81386188715267,kNN,6,Regression,66.189111747851,-1.06196057827752
Full,,,,kNN,6,Regression,7.4498567335243555,0.7511763051358357
kNN,7,0:00:12.741607,0.10414412674104358,kNN,13,Classification,42.693409742120345,0.1977077363896848
MICE,,0:29:29.748194,0.05226724412367474,kNN,13,Classification,15.472779369627506,0.30945558739255014
GAIN,,0:00:08.015194,0.3674606131340872,kNN,13,Classification,63.89684813753582,0.10315186246418338
Mean,,0:00:00.001246,0.123468429617372,kNN,13,Classification,49.8567335243553,0.16905444126074498
Median,,0:00:00.005663,0.12377254826090386,kNN,13,Classification,48.42406876790831,0.18624641833810887
Min,,0:00:00.000863,0.31623555564806183,kNN,13,Classification,61.891117478510026,0.16905444126074498
Max,,0:00:00.000911,0.81386188715267,kNN,13,Classification,72.20630372492836,0.09455587392550144
Full,,,,kNN,13,Classification,5.730659025787966,0.5157593123209169
kNN,7,0:00:12.741607,0.10414412674104358,RandomForest,38,Regression,22.063037249283667,0.37401033816443696
MICE,,0:29:29.748194,0.05226724412367474,RandomForest,38,Regression,14.613180515759312,0.6279219766379257
GAIN,,0:00:08.015194,0.3674606131340872,RandomForest,38,Regression,42.693409742120345,-0.39479817394928873
Mean,,0:00:00.001246,0.123468429617372,RandomForest,38,Regression,27.507163323782233,0.11165066163861215
Median,,0:00:00.005663,0.12377254826090386,RandomForest,38,Regression,30.659025787965614,0.10733355974835046
Min,,0:00:00.000863,0.31623555564806183,RandomForest,38,Regression,44.412607449856736,-1.0966138242453711
Max,,0:00:00.000911,0.81386188715267,RandomForest,38,Regression,48.99713467048711,-0.640894410010463
Full,,,,RandomForest,38,Regression,9.169054441260744,0.6653415684319774
kNN,7,0:00:12.741607,0.10414412674104358,RandomForest,39,Classification,18.05157593123209,0.2836676217765043
MICE,,0:29:29.748194,0.05226724412367474,RandomForest,39,Classification,13.753581661891117,0.33810888252148996
GAIN,,0:00:08.015194,0.3674606131340872,RandomForest,39,Classification,22.922636103151863,0.24641833810888253
Mean,,0:00:00.001246,0.123468429617372,RandomForest,39,Classification,21.48997134670487,0.2693409742120344
Median,,0:00:00.005663,0.12377254826090386,RandomForest,39,Classification,19.197707736389685,0.25787965616045844
Min,,0:00:00.000863,0.31623555564806183,RandomForest,39,Classification,30.945558739255013,0.23209169054441262
Max,,0:00:00.000911,0.81386188715267,RandomForest,39,Classification,40.401146131805156,0.23782234957020057
Full,,,,RandomForest,39,Classification,11.174785100286533,0.36962750716332377
