FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,27,0:00:01.497379,0.1121013486183331,kNN,7,Regression,28.939828080229226,-0.0971051362626203
MICE,,0:11:40.807635,0.07589822292753134,kNN,7,Regression,9.742120343839542,0.5844364203074739
GAIN,,0:00:01.236929,0.3021148150545216,kNN,7,Regression,56.73352435530086,-1.739198815291806
Mean,,0:00:00,0.15292766837875788,kNN,7,Regression,35.816618911174785,-0.5606616698860607
Median,,0:00:00,0.15502034320338157,kNN,7,Regression,34.67048710601719,-0.4884594037848857
Min,,0:00:00,0.3854038044533976,kNN,7,Regression,51.57593123209169,-2.0702491119081565
Max,,0:00:00,0.6716987376886825,kNN,7,Regression,62.750716332378225,-2.170280118266989
Full,,,,kNN,7,Regression,6.017191977077364,0.6447038172585401
kNN,27,0:00:01.497379,0.1121013486183331,kNN,7,Classification,29.226361031518625,0.28939828080229224
MICE,,0:11:40.807635,0.07589822292753134,kNN,7,Classification,12.893982808022923,0.44412607449856734
GAIN,,0:00:01.236929,0.3021148150545216,kNN,7,Classification,55.873925501432666,0.19197707736389685
Mean,,0:00:00,0.15292766837875788,kNN,7,Classification,38.68194842406877,0.27793696275071633
Median,,0:00:00,0.15502034320338157,kNN,7,Classification,35.816618911174785,0.27793696275071633
Min,,0:00:00,0.3854038044533976,kNN,7,Classification,47.85100286532951,0.23782234957020057
Max,,0:00:00,0.6716987376886825,kNN,7,Classification,61.891117478510026,0.16905444126074498
Full,,,,kNN,7,Classification,8.595988538681949,0.47564469914040114
kNN,27,0:00:01.497379,0.1121013486183331,RandomForest,34,Regression,13.46704871060172,0.4533816869608084
MICE,,0:11:40.807635,0.07589822292753134,RandomForest,34,Regression,11.461318051575931,0.6234013120956138
GAIN,,0:00:01.236929,0.3021148150545216,RandomForest,34,Regression,34.95702005730659,-0.5139247592017282
Mean,,0:00:00,0.15292766837875788,RandomForest,34,Regression,22.063037249283667,0.1495177264663028
Median,,0:00:00,0.15502034320338157,RandomForest,34,Regression,24.068767908309457,0.16183523161463798
Min,,0:00:00,0.3854038044533976,RandomForest,34,Regression,33.2378223495702,-1.140308717939686
Max,,0:00:00,0.6716987376886825,RandomForest,34,Regression,34.383954154727796,-1.3534365558244237
Full,,,,RandomForest,34,Regression,9.455587392550143,0.6443830004408653
kNN,27,0:00:01.497379,0.1121013486183331,RandomForest,51,Classification,10.601719197707736,0.32664756446991405
MICE,,0:11:40.807635,0.07589822292753134,RandomForest,51,Classification,10.315186246418339,0.38108882521489973
GAIN,,0:00:01.236929,0.3021148150545216,RandomForest,51,Classification,19.197707736389685,0.30945558739255014
Mean,,0:00:00,0.15292766837875788,RandomForest,51,Classification,12.607449856733524,0.32951289398280803
Median,,0:00:00,0.15502034320338157,RandomForest,51,Classification,13.46704871060172,0.3123209169054441
Min,,0:00:00,0.3854038044533976,RandomForest,51,Classification,22.063037249283667,0.2722063037249284
Max,,0:00:00,0.6716987376886825,RandomForest,51,Classification,24.355300859598852,0.3209169054441261
Full,,,,RandomForest,51,Classification,8.882521489971346,0.37249283667621774
