FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,19,0:00:00.574484,0.08806252461519289,kNN,13,Regression,22.349570200573066,0.3299268715879202
MICE,,0:12:27.356750,0.03987394246820468,kNN,13,Regression,8.30945558739255,0.6255989893657575
GAIN,,0:00:01.178217,0.5134465625257023,kNN,13,Regression,35.53008595988538,-0.23404655061818191
Mean,,0:00:00,0.12867341366071924,kNN,13,Regression,28.653295128939828,0.040686655225245394
Median,,0:00:00,0.12954660423958195,kNN,13,Regression,27.793696275071632,0.12036805341415668
Min,,0:00:00,0.30512091781185846,kNN,13,Regression,36.38968481375358,-0.45892505138290307
Max,,0:00:00,0.8235985827807198,kNN,13,Regression,47.277936962750715,-0.44650147597787515
Full,,,,kNN,13,Regression,7.4498567335243555,0.6520832090896533
kNN,19,0:00:00.574484,0.08806252461519289,kNN,5,Classification,20.630372492836678,0.3237822349570201
MICE,,0:12:27.356750,0.03987394246820468,kNN,5,Classification,8.882521489971346,0.36962750716332377
GAIN,,0:00:01.178217,0.5134465625257023,kNN,5,Classification,34.097421203438394,0.22922636103151864
Mean,,0:00:00,0.12867341366071924,kNN,5,Classification,25.501432664756447,0.2836676217765043
Median,,0:00:00,0.12954660423958195,kNN,5,Classification,24.068767908309457,0.29512893982808025
Min,,0:00:00,0.30512091781185846,kNN,5,Classification,34.95702005730659,0.2521489971346705
Max,,0:00:00,0.8235985827807198,kNN,5,Classification,42.693409742120345,0.2034383954154728
Full,,,,kNN,5,Classification,6.876790830945558,0.42120343839541546
kNN,19,0:00:00.574484,0.08806252461519289,RandomForest,57,Regression,14.326647564469914,0.572152295928456
MICE,,0:12:27.356750,0.03987394246820468,RandomForest,57,Regression,10.888252148997134,0.6318383984999011
GAIN,,0:00:01.178217,0.5134465625257023,RandomForest,57,Regression,34.67048710601719,-0.3727005917197723
Mean,,0:00:00,0.12867341366071924,RandomForest,57,Regression,19.770773638968482,0.42807973271011945
Median,,0:00:00,0.12954660423958195,RandomForest,57,Regression,19.770773638968482,0.4210569143539107
Min,,0:00:00,0.30512091781185846,RandomForest,57,Regression,25.501432664756447,-0.0277696088802879
Max,,0:00:00,0.8235985827807198,RandomForest,57,Regression,33.810888252149,-0.17421904163041724
Full,,,,RandomForest,57,Regression,10.02865329512894,0.637509877723172
kNN,19,0:00:00.574484,0.08806252461519289,RandomForest,49,Classification,8.882521489971346,0.3524355300859599
MICE,,0:12:27.356750,0.03987394246820468,RandomForest,49,Classification,6.590257879656161,0.37249283667621774
GAIN,,0:00:01.178217,0.5134465625257023,RandomForest,49,Classification,14.613180515759312,0.3123209169054441
Mean,,0:00:00,0.12867341366071924,RandomForest,49,Classification,9.742120343839542,0.3209169054441261
Median,,0:00:00,0.12954660423958195,RandomForest,49,Classification,10.315186246418339,0.32664756446991405
Min,,0:00:00,0.30512091781185846,RandomForest,49,Classification,13.46704871060172,0.34097421203438394
Max,,0:00:00,0.8235985827807198,RandomForest,49,Classification,14.899713467048711,0.335243553008596
Full,,,,RandomForest,49,Classification,6.017191977077364,0.3753581661891118
