FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,15,0:00:02.487123,0.09701203394064267,kNN,4,Regression,27.793696275071632,0.1314860188850584
MICE,,0:12:03.796875,0.04234107747023636,kNN,4,Regression,10.315186246418339,0.3574364615755675
GAIN,,0:00:01.466885,0.3492495125726882,kNN,4,Regression,47.56446991404012,-0.37518697848819116
Mean,,0:00:00,0.13322223974970826,kNN,4,Regression,32.9512893982808,0.09379041438984626
Median,,0:00:00.001000,0.13294948947487226,kNN,4,Regression,29.799426934097422,0.1080256633517731
Min,,0:00:00,0.3192237517294994,kNN,4,Regression,40.97421203438395,-0.14290895623060895
Max,,0:00:00,0.8194055057089763,kNN,4,Regression,52.14899713467049,-0.26189574740301813
Full,,,,kNN,4,Regression,9.169054441260744,0.45015324798128875
kNN,15,0:00:02.487123,0.09701203394064267,kNN,5,Classification,23.78223495702006,0.33810888252148996
MICE,,0:12:03.796875,0.04234107747023636,kNN,5,Classification,11.74785100286533,0.4040114613180516
GAIN,,0:00:01.466885,0.3492495125726882,kNN,5,Classification,48.137535816618914,0.19197707736389685
Mean,,0:00:00,0.13322223974970826,kNN,5,Classification,31.23209169054441,0.27793696275071633
Median,,0:00:00.001000,0.13294948947487226,kNN,5,Classification,28.08022922636103,0.2979942693409742
Min,,0:00:00,0.3192237517294994,kNN,5,Classification,35.24355300859599,0.2693409742120344
Max,,0:00:00,0.8194055057089763,kNN,5,Classification,50.429799426934096,0.1833810888252149
Full,,,,kNN,5,Classification,9.169054441260744,0.48424068767908307
kNN,15,0:00:02.487123,0.09701203394064267,RandomForest,21,Regression,17.76504297994269,0.35894457117158185
MICE,,0:12:03.796875,0.04234107747023636,RandomForest,21,Regression,15.759312320916905,0.4145174559290933
GAIN,,0:00:01.466885,0.3492495125726882,RandomForest,21,Regression,36.96275071633238,-0.34002919345996174
Mean,,0:00:00,0.13322223974970826,RandomForest,21,Regression,23.49570200573066,0.1380785512001832
Median,,0:00:00.001000,0.13294948947487226,RandomForest,21,Regression,22.922636103151863,0.1162478128186405
Min,,0:00:00,0.3192237517294994,RandomForest,21,Regression,32.378223495702,-0.12326356027592622
Max,,0:00:00,0.8194055057089763,RandomForest,21,Regression,36.96275071633238,-0.1979856324115954
Full,,,,RandomForest,21,Regression,13.753581661891117,0.4100790412228008
kNN,15,0:00:02.487123,0.09701203394064267,RandomForest,35,Classification,12.320916905444125,0.33810888252148996
MICE,,0:12:03.796875,0.04234107747023636,RandomForest,35,Classification,9.742120343839542,0.3467048710601719
GAIN,,0:00:01.466885,0.3492495125726882,RandomForest,35,Classification,20.630372492836678,0.28653295128939826
Mean,,0:00:00,0.13322223974970826,RandomForest,35,Classification,13.46704871060172,0.3037249283667622
Median,,0:00:00.001000,0.13294948947487226,RandomForest,35,Classification,13.46704871060172,0.30945558739255014
Min,,0:00:00,0.3192237517294994,RandomForest,35,Classification,19.484240687679083,0.28653295128939826
Max,,0:00:00,0.8194055057089763,RandomForest,35,Classification,24.355300859598852,0.2836676217765043
Full,,,,RandomForest,35,Classification,8.30945558739255,0.3667621776504298
