FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,5,0:00:02.030500,0.09884000563138974,kNN,3,Regression,42.97994269340974,-1.5753197891745545
MICE,,0:07:57.336181,0.048713807061879985,kNN,3,Regression,15.18624641833811,0.3103269919293218
GAIN,,0:00:01.420184,0.35985734973375433,kNN,3,Regression,65.32951289398281,-2.496702736572035
Mean,,0:00:00,0.1304753039556075,kNN,3,Regression,50.7163323782235,-2.5192553697211246
Median,,0:00:00.008063,0.1313076996647574,kNN,3,Regression,48.710601719197705,-2.465868588514819
Min,,0:00:00,0.32716019620677766,kNN,3,Regression,72.77936962750717,-4.966116840920253
Max,,0:00:00,0.7896381916823623,kNN,3,Regression,65.0429799426934,-1.901963118635717
Full,,,,kNN,3,Regression,5.730659025787966,0.6349746349414956
kNN,5,0:00:02.030500,0.09884000563138974,kNN,7,Classification,36.38968481375358,0.1833810888252149
MICE,,0:07:57.336181,0.048713807061879985,kNN,7,Classification,13.46704871060172,0.30659025787965616
GAIN,,0:00:01.420184,0.35985734973375433,kNN,7,Classification,61.891117478510026,0.09169054441260745
Mean,,0:00:00,0.1304753039556075,kNN,7,Classification,45.845272206303726,0.17191977077363896
Median,,0:00:00.008063,0.1313076996647574,kNN,7,Classification,42.97994269340974,0.18051575931232092
Min,,0:00:00,0.32716019620677766,kNN,7,Classification,64.18338108882521,0.14326647564469913
Max,,0:00:00,0.7896381916823623,kNN,7,Classification,62.46418338108882,0.10601719197707736
Full,,,,kNN,7,Classification,4.871060171919771,0.501432664756447
kNN,5,0:00:02.030500,0.09884000563138974,RandomForest,56,Regression,21.48997134670487,0.2215984005939402
MICE,,0:07:57.336181,0.048713807061879985,RandomForest,56,Regression,16.332378223495702,0.4174442365212089
GAIN,,0:00:01.420184,0.35985734973375433,RandomForest,56,Regression,51.57593123209169,-2.3008956384243238
Mean,,0:00:00,0.1304753039556075,RandomForest,56,Regression,31.23209169054441,-0.3009329260427265
Median,,0:00:00.008063,0.1313076996647574,RandomForest,56,Regression,30.08595988538682,-0.28334299865629897
Min,,0:00:00,0.32716019620677766,RandomForest,56,Regression,46.70487106017192,-1.8826463010064
Max,,0:00:00,0.7896381916823623,RandomForest,56,Regression,51.00286532951289,-2.3935207049342866
Full,,,,RandomForest,56,Regression,10.601719197707736,0.49621355210242546
kNN,5,0:00:02.030500,0.09884000563138974,RandomForest,60,Classification,18.05157593123209,0.27507163323782235
MICE,,0:07:57.336181,0.048713807061879985,RandomForest,60,Classification,13.180515759312321,0.30659025787965616
GAIN,,0:00:01.420184,0.35985734973375433,RandomForest,60,Classification,24.355300859598852,0.2607449856733524
Mean,,0:00:00,0.1304753039556075,RandomForest,60,Classification,17.478510028653297,0.22922636103151864
Median,,0:00:00.008063,0.1313076996647574,RandomForest,60,Classification,18.624641833810887,0.22349570200573066
Min,,0:00:00,0.32716019620677766,RandomForest,60,Classification,29.799426934097422,0.2636103151862464
Max,,0:00:00,0.7896381916823623,RandomForest,60,Classification,41.260744985673355,0.19484240687679083
Full,,,,RandomForest,60,Classification,9.742120343839542,0.3524355300859599
