FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,27,0:00:02.236287,0.08552464037041776,kNN,5,Regression,34.95702005730659,-0.15320953169499751
MICE,,0:12:28.285101,0.037590857554994236,kNN,5,Regression,11.174785100286533,0.5289042291585827
GAIN,,0:00:01.226941,0.39883680264183746,kNN,5,Regression,50.7163323782235,-0.5031645254602388
Mean,,0:00:00,0.12007029745329759,kNN,5,Regression,36.10315186246418,-0.0896420539051257
Median,,0:00:00,0.12233584564445231,kNN,5,Regression,35.816618911174785,0.016730351082679396
Min,,0:00:00,0.3254131368887813,kNN,5,Regression,52.43553008595988,-0.9643445376055071
Max,,0:00:00,0.8094513841663177,kNN,5,Regression,55.587392550143264,-0.9280254121096547
Full,,,,kNN,5,Regression,8.30945558739255,0.5767319386207188
kNN,27,0:00:02.236287,0.08552464037041776,kNN,7,Classification,29.799426934097422,0.22922636103151864
MICE,,0:12:28.285101,0.037590857554994236,kNN,7,Classification,9.169054441260744,0.3553008595988539
GAIN,,0:00:01.226941,0.39883680264183746,kNN,7,Classification,52.43553008595988,0.1346704871060172
Mean,,0:00:00,0.12007029745329759,kNN,7,Classification,33.810888252149,0.20916905444126074
Median,,0:00:00,0.12233584564445231,kNN,7,Classification,30.659025787965614,0.24641833810888253
Min,,0:00:00,0.3254131368887813,kNN,7,Classification,45.845272206303726,0.2034383954154728
Max,,0:00:00,0.8094513841663177,kNN,7,Classification,59.02578796561605,0.1346704871060172
Full,,,,kNN,7,Classification,6.590257879656161,0.4498567335243553
kNN,27,0:00:02.236287,0.08552464037041776,RandomForest,35,Regression,18.05157593123209,0.4675950035452362
MICE,,0:12:28.285101,0.037590857554994236,RandomForest,35,Regression,13.180515759312321,0.5655032696269484
GAIN,,0:00:01.226941,0.39883680264183746,RandomForest,35,Regression,41.83381088825215,-0.37097916783054385
Mean,,0:00:00,0.12007029745329759,RandomForest,35,Regression,20.630372492836678,0.46555310578427034
Median,,0:00:00,0.12233584564445231,RandomForest,35,Regression,21.20343839541547,0.4953804991201247
Min,,0:00:00,0.3254131368887813,RandomForest,35,Regression,34.097421203438394,0.08641040811049316
Max,,0:00:00,0.8094513841663177,RandomForest,35,Regression,43.26647564469914,-0.5023330196896802
Full,,,,RandomForest,35,Regression,12.607449856733524,0.5992937036161745
kNN,27,0:00:02.236287,0.08552464037041776,RandomForest,45,Classification,12.893982808022923,0.31805157593123207
MICE,,0:12:28.285101,0.037590857554994236,RandomForest,45,Classification,13.180515759312321,0.332378223495702
GAIN,,0:00:01.226941,0.39883680264183746,RandomForest,45,Classification,17.76504297994269,0.28939828080229224
Mean,,0:00:00,0.12007029745329759,RandomForest,45,Classification,15.472779369627506,0.30659025787965616
Median,,0:00:00,0.12233584564445231,RandomForest,45,Classification,15.18624641833811,0.30659025787965616
Min,,0:00:00,0.3254131368887813,RandomForest,45,Classification,20.630372492836678,0.2664756446991404
Max,,0:00:00,0.8094513841663177,RandomForest,45,Classification,29.226361031518625,0.2836676217765043
Full,,,,RandomForest,45,Classification,11.461318051575931,0.35816618911174786
