FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,13,0:00:01.724127,0.10894481908923002,kNN,4,Regression,32.664756446991404,-0.198619331604299
MICE,,0:12:43.973868,0.0715494961102537,kNN,4,Regression,12.034383954154729,0.523567153659336
GAIN,,0:00:01.335327,0.2799844513514696,kNN,4,Regression,55.01432664756447,-1.0501881546650216
Mean,,0:00:00.001001,0.1359363266510788,kNN,4,Regression,37.53581661891118,-0.532698676822245
Median,,0:00:00.001000,0.1372500967120048,kNN,4,Regression,36.67621776504298,-0.45558037622587877
Min,,0:00:00.001000,0.3219819490327773,kNN,4,Regression,54.72779369627507,-1.4725945738618305
Max,,0:00:00,0.6525024321124063,kNN,4,Regression,63.61031518624642,-1.7277195973313777
Full,,,,kNN,4,Regression,7.163323782234957,0.6989272578060411
kNN,13,0:00:01.724127,0.10894481908923002,kNN,7,Classification,30.659025787965614,0.27793696275071633
MICE,,0:12:43.973868,0.0715494961102537,kNN,7,Classification,12.320916905444125,0.3553008595988539
GAIN,,0:00:01.335327,0.2799844513514696,kNN,7,Classification,54.72779369627507,0.17478510028653296
Mean,,0:00:00.001001,0.1359363266510788,kNN,7,Classification,37.82234957020057,0.2607449856733524
Median,,0:00:00.001000,0.1372500967120048,kNN,7,Classification,38.68194842406877,0.2349570200573066
Min,,0:00:00.001000,0.3219819490327773,kNN,7,Classification,48.99713467048711,0.21203438395415472
Max,,0:00:00,0.6525024321124063,kNN,7,Classification,67.0487106017192,0.1318051575931232
Full,,,,kNN,7,Classification,6.017191977077364,0.4899713467048711
kNN,13,0:00:01.724127,0.10894481908923002,RandomForest,31,Regression,14.613180515759312,0.523448662885555
MICE,,0:12:43.973868,0.0715494961102537,RandomForest,31,Regression,10.315186246418339,0.5724222293095372
GAIN,,0:00:01.335327,0.2799844513514696,RandomForest,31,Regression,29.799426934097422,0.14675062453540832
Mean,,0:00:00.001001,0.1359363266510788,RandomForest,31,Regression,22.349570200573066,0.3604444640743252
Median,,0:00:00.001000,0.1372500967120048,RandomForest,31,Regression,20.916905444126076,0.39314006453190453
Min,,0:00:00.001000,0.3219819490327773,RandomForest,31,Regression,29.512893982808023,-0.09326818948397975
Max,,0:00:00,0.6525024321124063,RandomForest,31,Regression,40.97421203438395,-1.2105393408261533
Full,,,,RandomForest,31,Regression,8.30945558739255,0.6473726431543323
kNN,13,0:00:01.724127,0.10894481908923002,RandomForest,48,Classification,12.893982808022923,0.3123209169054441
MICE,,0:12:43.973868,0.0715494961102537,RandomForest,48,Classification,10.888252148997134,0.3495702005730659
GAIN,,0:00:01.335327,0.2799844513514696,RandomForest,48,Classification,15.472779369627506,0.3008595988538682
Mean,,0:00:00.001001,0.1359363266510788,RandomForest,48,Classification,14.613180515759312,0.3209169054441261
Median,,0:00:00.001000,0.1372500967120048,RandomForest,48,Classification,12.320916905444125,0.30945558739255014
Min,,0:00:00.001000,0.3219819490327773,RandomForest,48,Classification,18.05157593123209,0.2836676217765043
Max,,0:00:00,0.6525024321124063,RandomForest,48,Classification,30.37249283667622,0.27507163323782235
Full,,,,RandomForest,48,Classification,9.455587392550143,0.36103151862464183
