FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,5,0:00:01.714597,0.10230176773895407,kNN,5,Regression,40.11461318051576,0.12554699484300524
MICE,,0:06:48.159969,0.06677740461047214,kNN,5,Regression,18.624641833810887,0.42365332193621874
GAIN,,0:00:01.148235,0.3517564133577035,kNN,5,Regression,64.18338108882521,-0.618625521873365
Mean,,0:00:00,0.13094545383020947,kNN,5,Regression,48.42406876790831,-0.013478009878197028
Median,,0:00:00,0.1322529029790166,kNN,5,Regression,44.98567335243553,0.0392178577891209
Min,,0:00:00,0.32044023309122865,kNN,5,Regression,52.43553008595988,-0.1051853546051853
Max,,0:00:00,0.7352368531149392,kNN,5,Regression,62.46418338108882,-0.5820153687470055
Full,,,,kNN,5,Regression,8.595988538681949,0.48894318760627964
kNN,5,0:00:01.714597,0.10230176773895407,kNN,7,Classification,38.108882521489974,0.2177650429799427
MICE,,0:06:48.159969,0.06677740461047214,kNN,7,Classification,19.770773638968482,0.32664756446991405
GAIN,,0:00:01.148235,0.3517564133577035,kNN,7,Classification,62.750716332378225,0.12034383954154727
Mean,,0:00:00,0.13094545383020947,kNN,7,Classification,43.26647564469914,0.16045845272206305
Median,,0:00:00,0.1322529029790166,kNN,7,Classification,42.97994269340974,0.19197707736389685
Min,,0:00:00,0.32044023309122865,kNN,7,Classification,55.587392550143264,0.1489971346704871
Max,,0:00:00,0.7352368531149392,kNN,7,Classification,68.76790830945559,0.08022922636103152
Full,,,,kNN,7,Classification,6.017191977077364,0.4813753581661891
kNN,5,0:00:01.714597,0.10230176773895407,RandomForest,41,Regression,22.636103151862464,0.21577135028768046
MICE,,0:06:48.159969,0.06677740461047214,RandomForest,41,Regression,17.191977077363898,0.38942111614233277
GAIN,,0:00:01.148235,0.3517564133577035,RandomForest,41,Regression,58.16618911174785,-0.8325195704353134
Mean,,0:00:00,0.13094545383020947,RandomForest,41,Regression,27.22063037249284,0.10645666314995983
Median,,0:00:00,0.1322529029790166,RandomForest,41,Regression,25.501432664756447,0.08507179116700747
Min,,0:00:00,0.32044023309122865,RandomForest,41,Regression,52.43553008595988,-0.5110572880037378
Max,,0:00:00,0.7352368531149392,RandomForest,41,Regression,57.02005730659026,-0.721146095057088
Full,,,,RandomForest,41,Regression,11.174785100286533,0.43286440018740113
kNN,5,0:00:01.714597,0.10230176773895407,RandomForest,58,Classification,17.191977077363898,0.24355300859598855
MICE,,0:06:48.159969,0.06677740461047214,RandomForest,58,Classification,14.040114613180515,0.3237822349570201
GAIN,,0:00:01.148235,0.3517564133577035,RandomForest,58,Classification,36.10315186246418,0.21203438395415472
Mean,,0:00:00,0.13094545383020947,RandomForest,58,Classification,19.484240687679083,0.24068767908309455
Median,,0:00:00,0.1322529029790166,RandomForest,58,Classification,19.197707736389685,0.23782234957020057
Min,,0:00:00,0.32044023309122865,RandomForest,58,Classification,26.93409742120344,0.2722063037249284
Max,,0:00:00,0.7352368531149392,RandomForest,58,Classification,42.97994269340974,0.18911174785100288
Full,,,,RandomForest,58,Classification,12.034383954154729,0.3753581661891118
