FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,7,0:00:08.562422,0.11136619819866587,kNN,12,Regression,39.82808022922636,-0.056780133318071524
MICE,,0:29:14.052964,0.07199695384233516,kNN,12,Regression,17.191977077363898,0.2608856008373759
GAIN,,0:00:10.370128,0.3684454006211871,kNN,12,Regression,63.61031518624642,-0.5007046165967932
Mean,,0:00:00.001299,0.13722799995361715,kNN,12,Regression,48.99713467048711,-0.23003892105865997
Median,,0:00:00.007855,0.1393977794389134,kNN,12,Regression,46.70487106017192,-0.17766448162390636
Min,,0:00:00.000819,0.31592003655788753,kNN,12,Regression,62.750716332378225,-0.5620071827319111
Max,,0:00:00.007441,0.7520718434519565,kNN,12,Regression,72.20630372492836,-0.7914082136230154
Full,,,,kNN,12,Regression,10.315186246418339,0.4528255479732475
kNN,7,0:00:08.562422,0.11136619819866587,kNN,15,Classification,40.401146131805156,0.20057306590257878
MICE,,0:29:14.052964,0.07199695384233516,kNN,15,Classification,17.478510028653297,0.2836676217765043
GAIN,,0:00:10.370128,0.3684454006211871,kNN,15,Classification,68.19484240687679,0.08595988538681948
Mean,,0:00:00.001299,0.13722799995361715,kNN,15,Classification,48.710601719197705,0.19197707736389685
Median,,0:00:00.007855,0.1393977794389134,kNN,15,Classification,48.137535816618914,0.17191977077363896
Min,,0:00:00.000819,0.31592003655788753,kNN,15,Classification,59.598853868194844,0.17478510028653296
Max,,0:00:00.007441,0.7520718434519565,kNN,15,Classification,77.65042979942693,0.05157593123209169
Full,,,,kNN,15,Classification,8.595988538681949,0.4383954154727794
kNN,7,0:00:08.562422,0.11136619819866587,RandomForest,52,Regression,21.48997134670487,0.13490993524596662
MICE,,0:29:14.052964,0.07199695384233516,RandomForest,52,Regression,20.34383954154728,0.20712209502995282
GAIN,,0:00:10.370128,0.3684454006211871,RandomForest,52,Regression,48.99713467048711,-0.08370407178328376
Mean,,0:00:00.001299,0.13722799995361715,RandomForest,52,Regression,32.378223495702,0.05805502024599618
Median,,0:00:00.007855,0.1393977794389134,RandomForest,52,Regression,30.945558739255013,0.03759210332277407
Min,,0:00:00.000819,0.31592003655788753,RandomForest,52,Regression,44.126074498567334,-0.6477821339715291
Max,,0:00:00.007441,0.7520718434519565,RandomForest,52,Regression,55.873925501432666,-0.7145844023900305
Full,,,,RandomForest,52,Regression,12.893982808022923,0.406545707813295
kNN,7,0:00:08.562422,0.11136619819866587,RandomForest,27,Classification,19.770773638968482,0.23782234957020057
MICE,,0:29:14.052964,0.07199695384233516,RandomForest,27,Classification,16.9054441260745,0.27507163323782235
GAIN,,0:00:10.370128,0.3684454006211871,RandomForest,27,Classification,25.214899713467048,0.23782234957020057
Mean,,0:00:00.001299,0.13722799995361715,RandomForest,27,Classification,22.063037249283667,0.2349570200573066
Median,,0:00:00.007855,0.1393977794389134,RandomForest,27,Classification,22.922636103151863,0.2177650429799427
Min,,0:00:00.000819,0.31592003655788753,RandomForest,27,Classification,32.378223495702,0.2177650429799427
Max,,0:00:00.007441,0.7520718434519565,RandomForest,27,Classification,39.82808022922636,0.19484240687679083
Full,,,,RandomForest,27,Classification,13.753581661891117,0.3495702005730659
