FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,13,0:00:01.542452,0.10914654995879211,kNN,9,Regression,31.51862464183381,0.055021781389990365
MICE,,0:13:22.600364,0.06603103459135377,kNN,9,Regression,12.034383954154729,0.5328689448980515
GAIN,,0:00:01.292815,0.33869876981603003,kNN,9,Regression,57.02005730659026,-0.9865955339240691
Mean,,0:00:00,0.13962671261534143,kNN,9,Regression,40.11461318051576,-0.25287024583332474
Median,,0:00:00.001000,0.14147154179841923,kNN,9,Regression,40.11461318051576,-0.21430487979619084
Min,,0:00:00,0.32560918044255344,kNN,9,Regression,53.58166189111748,-0.6354174438899647
Max,,0:00:00,0.6972620452522509,kNN,9,Regression,59.88538681948424,-1.0648514858899096
Full,,,,kNN,9,Regression,6.876790830945558,0.6632396842201049
kNN,13,0:00:01.542452,0.10914654995879211,kNN,5,Classification,32.09169054441261,0.27793696275071633
MICE,,0:13:22.600364,0.06603103459135377,kNN,5,Classification,12.607449856733524,0.34097421203438394
GAIN,,0:00:01.292815,0.33869876981603003,kNN,5,Classification,58.739255014326645,0.12034383954154727
Mean,,0:00:00,0.13962671261534143,kNN,5,Classification,37.53581661891118,0.2177650429799427
Median,,0:00:00.001000,0.14147154179841923,kNN,5,Classification,38.68194842406877,0.22922636103151864
Min,,0:00:00,0.32560918044255344,kNN,5,Classification,51.862464183381086,0.17478510028653296
Max,,0:00:00,0.6972620452522509,kNN,5,Classification,57.02005730659026,0.10028653295128939
Full,,,,kNN,5,Classification,8.30945558739255,0.4699140401146132
kNN,13,0:00:01.542452,0.10914654995879211,RandomForest,20,Regression,23.20916905444126,0.2773804723303839
MICE,,0:13:22.600364,0.06603103459135377,RandomForest,20,Regression,10.888252148997134,0.6463894016896718
GAIN,,0:00:01.292815,0.33869876981603003,RandomForest,20,Regression,39.82808022922636,-0.7892033974604553
Mean,,0:00:00,0.13962671261534143,RandomForest,20,Regression,22.063037249283667,0.15694184243718656
Median,,0:00:00.001000,0.14147154179841923,RandomForest,20,Regression,21.48997134670487,0.13708687040281609
Min,,0:00:00,0.32560918044255344,RandomForest,20,Regression,35.53008595988538,-0.6786656340290824
Max,,0:00:00,0.6972620452522509,RandomForest,20,Regression,37.82234957020057,-0.7267490169366257
Full,,,,RandomForest,20,Regression,9.742120343839542,0.6556645504048846
kNN,13,0:00:01.542452,0.10914654995879211,RandomForest,48,Classification,13.753581661891117,0.3037249283667622
MICE,,0:13:22.600364,0.06603103459135377,RandomForest,48,Classification,12.607449856733524,0.3495702005730659
GAIN,,0:00:01.292815,0.33869876981603003,RandomForest,48,Classification,27.793696275071632,0.24355300859598855
Mean,,0:00:00,0.13962671261534143,RandomForest,48,Classification,15.759312320916905,0.28939828080229224
Median,,0:00:00.001000,0.14147154179841923,RandomForest,48,Classification,14.899713467048711,0.3008595988538682
Min,,0:00:00,0.32560918044255344,RandomForest,48,Classification,21.77650429799427,0.30659025787965616
Max,,0:00:00,0.6972620452522509,RandomForest,48,Classification,31.80515759312321,0.24641833810888253
Full,,,,RandomForest,48,Classification,10.888252148997134,0.3753581661891118
