FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,13,0:00:00.965076,0.06403316925256725,kNN,17,Regression,13.180515759312321,0.5235494911371852
MICE,,0:11:17.175040,0.022127584094618097,kNN,17,Regression,9.742120343839542,0.6076754742284476
GAIN,,0:00:01.209210,0.3949471938790986,kNN,17,Regression,22.349570200573066,0.2064203563673105
Mean,,0:00:00,0.12248250647531657,kNN,17,Regression,17.478510028653297,0.4254570284851201
Median,,0:00:00,0.12197210621132039,kNN,17,Regression,16.6189111747851,0.4575992190591792
Min,,0:00:00,0.32934225558872,kNN,17,Regression,18.05157593123209,0.4009246085139986
Max,,0:00:00,0.8316221824792288,kNN,17,Regression,25.214899713467048,0.1459725659072063
Full,,,,kNN,17,Regression,7.163323782234957,0.6509985086903258
kNN,13,0:00:00.965076,0.06403316925256725,kNN,15,Classification,14.326647564469914,0.42406876790830944
MICE,,0:11:17.175040,0.022127584094618097,kNN,15,Classification,11.174785100286533,0.42406876790830944
GAIN,,0:00:01.209210,0.3949471938790986,kNN,15,Classification,26.64756446991404,0.3467048710601719
Mean,,0:00:00,0.12248250647531657,kNN,15,Classification,20.05730659025788,0.3954154727793696
Median,,0:00:00,0.12197210621132039,kNN,15,Classification,18.05157593123209,0.40114613180515757
Min,,0:00:00,0.32934225558872,kNN,15,Classification,20.630372492836678,0.38968481375358166
Max,,0:00:00,0.8316221824792288,kNN,15,Classification,29.799426934097422,0.332378223495702
Full,,,,kNN,15,Classification,8.022922636103152,0.45558739255014324
kNN,13,0:00:00.965076,0.06403316925256725,RandomForest,28,Regression,13.180515759312321,0.544466095837296
MICE,,0:11:17.175040,0.022127584094618097,RandomForest,28,Regression,11.461318051575931,0.5299911486948237
GAIN,,0:00:01.209210,0.3949471938790986,RandomForest,28,Regression,19.197707736389685,0.4018858047506544
Mean,,0:00:00,0.12248250647531657,RandomForest,28,Regression,15.18624641833811,0.462985969059881
Median,,0:00:00,0.12197210621132039,RandomForest,28,Regression,14.040114613180515,0.4665060541743179
Min,,0:00:00,0.32934225558872,RandomForest,28,Regression,17.478510028653297,0.36113256834910845
Max,,0:00:00,0.8316221824792288,RandomForest,28,Regression,19.770773638968482,0.2999466902022325
Full,,,,RandomForest,28,Regression,10.888252148997134,0.5595018574021904
kNN,13,0:00:00.965076,0.06403316925256725,RandomForest,29,Classification,11.74785100286533,0.36103151862464183
MICE,,0:11:17.175040,0.022127584094618097,RandomForest,29,Classification,11.461318051575931,0.37249283667621774
GAIN,,0:00:01.209210,0.3949471938790986,RandomForest,29,Classification,14.326647564469914,0.3524355300859599
Mean,,0:00:00,0.12248250647531657,RandomForest,29,Classification,12.893982808022923,0.3524355300859599
Median,,0:00:00,0.12197210621132039,RandomForest,29,Classification,11.461318051575931,0.35816618911174786
Min,,0:00:00,0.32934225558872,RandomForest,29,Classification,11.74785100286533,0.3553008595988539
Max,,0:00:00,0.8316221824792288,RandomForest,29,Classification,16.045845272206304,0.3524355300859599
Full,,,,RandomForest,29,Classification,10.888252148997134,0.3638968481375358
