FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,7,0:00:01.355857,0.0805484650746222,kNN,20,Regression,15.18624641833811,0.4260454854999459
MICE,,0:12:06.879293,0.03451678612383223,kNN,20,Regression,9.455587392550143,0.5311480191564093
GAIN,,0:00:01.277502,0.3964942538233969,kNN,20,Regression,24.355300859598852,0.24690391842119908
Mean,,0:00:00,0.13018104314106327,kNN,20,Regression,20.34383954154728,0.36346221302138404
Median,,0:00:00,0.12954750413101998,kNN,20,Regression,18.33810888252149,0.3726025590777725
Min,,0:00:00,0.31836385578825155,kNN,20,Regression,21.20343839541547,0.3083750410918462
Max,,0:00:00,0.8200271362598234,kNN,20,Regression,27.22063037249284,0.13237502708070414
Full,,,,kNN,20,Regression,8.30945558739255,0.5407113025617818
kNN,7,0:00:01.355857,0.0805484650746222,kNN,9,Classification,14.326647564469914,0.40114613180515757
MICE,,0:12:06.879293,0.03451678612383223,kNN,9,Classification,7.4498567335243555,0.44412607449856734
GAIN,,0:00:01.277502,0.3964942538233969,kNN,9,Classification,26.93409742120344,0.31805157593123207
Mean,,0:00:00,0.13018104314106327,kNN,9,Classification,18.624641833810887,0.38108882521489973
Median,,0:00:00,0.12954750413101998,kNN,9,Classification,18.05157593123209,0.37822349570200575
Min,,0:00:00,0.31836385578825155,kNN,9,Classification,21.48997134670487,0.37822349570200575
Max,,0:00:00,0.8200271362598234,kNN,9,Classification,30.945558739255013,0.3123209169054441
Full,,,,kNN,9,Classification,7.4498567335243555,0.4498567335243553
kNN,7,0:00:01.355857,0.0805484650746222,RandomForest,39,Regression,10.315186246418339,0.42796174090172445
MICE,,0:12:06.879293,0.03451678612383223,RandomForest,39,Regression,7.4498567335243555,0.4401185333961437
GAIN,,0:00:01.277502,0.3964942538233969,RandomForest,39,Regression,13.180515759312321,0.3801412284318414
Mean,,0:00:00,0.13018104314106327,RandomForest,39,Regression,10.888252148997134,0.39055963682370176
Median,,0:00:00,0.12954750413101998,RandomForest,39,Regression,10.315186246418339,0.3868883363437693
Min,,0:00:00,0.31836385578825155,RandomForest,39,Regression,12.607449856733524,0.32237680160814897
Max,,0:00:00,0.8200271362598234,RandomForest,39,Regression,20.05730659025788,0.22985222852182075
Full,,,,RandomForest,39,Regression,7.4498567335243555,0.4452657909353587
kNN,7,0:00:01.355857,0.0805484650746222,RandomForest,55,Classification,11.174785100286533,0.36103151862464183
MICE,,0:12:06.879293,0.03451678612383223,RandomForest,55,Classification,10.315186246418339,0.3839541547277937
GAIN,,0:00:01.277502,0.3964942538233969,RandomForest,55,Classification,11.174785100286533,0.3495702005730659
Mean,,0:00:00,0.13018104314106327,RandomForest,55,Classification,11.74785100286533,0.3524355300859599
Median,,0:00:00,0.12954750413101998,RandomForest,55,Classification,12.320916905444125,0.3553008595988539
Min,,0:00:00,0.31836385578825155,RandomForest,55,Classification,12.607449856733524,0.35816618911174786
Max,,0:00:00,0.8200271362598234,RandomForest,55,Classification,15.18624641833811,0.3438395415472779
Full,,,,RandomForest,55,Classification,10.315186246418339,0.38968481375358166
