FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,5,0:00:02.561147,0.09981557782347075,kNN,3,Regression,27.22063037249284,-0.5841288829837292
MICE,,0:12:12.802762,0.0590644015145598,kNN,3,Regression,7.736389684813753,0.4672137653476245
GAIN,,0:00:02.075780,0.5360632948661255,kNN,3,Regression,43.26647564469914,-2.2401884652260153
Mean,,0:00:00,0.15007491230531006,kNN,3,Regression,35.24355300859599,-1.615009930656469
Median,,0:00:00,0.1531834620158809,kNN,3,Regression,34.097421203438394,-1.4548483445956353
Min,,0:00:00,0.36024609342143415,kNN,3,Regression,48.99713467048711,-3.655178509216558
Max,,0:00:00,0.796791669463053,kNN,3,Regression,50.7163323782235,-2.039045049793571
Full,,,,kNN,3,Regression,5.157593123209169,0.5946586397782566
kNN,5,0:00:02.561147,0.09981557782347075,kNN,5,Classification,27.507163323782233,0.3151862464183381
MICE,,0:12:12.802762,0.0590644015145598,kNN,5,Classification,9.455587392550143,0.4355300859598854
GAIN,,0:00:02.075780,0.5360632948661255,kNN,5,Classification,43.55300859598854,0.2148997134670487
Mean,,0:00:00,0.15007491230531006,kNN,5,Classification,34.95702005730659,0.24068767908309455
Median,,0:00:00,0.1531834620158809,kNN,5,Classification,32.378223495702,0.2836676217765043
Min,,0:00:00,0.36024609342143415,kNN,5,Classification,42.12034383954155,0.2607449856733524
Max,,0:00:00,0.796791669463053,kNN,5,Classification,51.57593123209169,0.1833810888252149
Full,,,,kNN,5,Classification,4.871060171919771,0.5186246418338109
kNN,5,0:00:02.561147,0.09981557782347075,RandomForest,52,Regression,15.18624641833811,0.4646024593120236
MICE,,0:12:12.802762,0.0590644015145598,RandomForest,52,Regression,11.461318051575931,0.5282213935100328
GAIN,,0:00:02.075780,0.5360632948661255,RandomForest,52,Regression,32.378223495702,-0.1789888689104795
Mean,,0:00:00,0.15007491230531006,RandomForest,52,Regression,23.78223495702006,0.128222726769318
Median,,0:00:00,0.1531834620158809,RandomForest,52,Regression,23.49570200573066,0.12366196871863333
Min,,0:00:00,0.36024609342143415,RandomForest,52,Regression,35.24355300859599,-0.953414587452589
Max,,0:00:00,0.796791669463053,RandomForest,52,Regression,33.5243553008596,-1.1922781708370445
Full,,,,RandomForest,52,Regression,8.022922636103152,0.5861134496386202
kNN,5,0:00:02.561147,0.09981557782347075,RandomForest,55,Classification,10.888252148997134,0.3467048710601719
MICE,,0:12:12.802762,0.0590644015145598,RandomForest,55,Classification,10.888252148997134,0.36962750716332377
GAIN,,0:00:02.075780,0.5360632948661255,RandomForest,55,Classification,15.472779369627506,0.332378223495702
Mean,,0:00:00,0.15007491230531006,RandomForest,55,Classification,13.180515759312321,0.3123209169054441
Median,,0:00:00,0.1531834620158809,RandomForest,55,Classification,12.893982808022923,0.335243553008596
Min,,0:00:00,0.36024609342143415,RandomForest,55,Classification,18.05157593123209,0.3524355300859599
Max,,0:00:00,0.796791669463053,RandomForest,55,Classification,22.063037249283667,0.30659025787965616
Full,,,,RandomForest,55,Classification,9.742120343839542,0.38968481375358166
