FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,13,0:00:00.809774,0.0873544299085369,kNN,15,Regression,32.378223495702,0.05635541352282469
MICE,,0:13:22.287252,0.03722147931259772,kNN,15,Regression,12.034383954154729,0.4171468847994185
GAIN,,0:00:01.308759,0.3113024873390568,kNN,15,Regression,53.29512893982808,-0.3974241308332709
Mean,,0:00:00,0.12490199054130623,kNN,15,Regression,38.68194842406877,-0.029489025571241
Median,,0:00:00.002019,0.12529656941518563,kNN,15,Regression,37.249283667621775,-0.0075579409338997205
Min,,0:00:00,0.39576583307987856,kNN,15,Regression,51.289398280802295,-0.36236380186904493
Max,,0:00:00,0.7849041584932935,kNN,15,Regression,54.72779369627507,-0.5121719422070996
Full,,,,kNN,15,Regression,7.736389684813753,0.5717889817926463
kNN,13,0:00:00.809774,0.0873544299085369,kNN,13,Classification,34.67048710601719,0.2349570200573066
MICE,,0:13:22.287252,0.03722147931259772,kNN,13,Classification,13.46704871060172,0.3209169054441261
GAIN,,0:00:01.308759,0.3113024873390568,kNN,13,Classification,58.45272206303725,0.10888252148997135
Mean,,0:00:00,0.12490199054130623,kNN,13,Classification,42.693409742120345,0.20057306590257878
Median,,0:00:00.002019,0.12529656941518563,kNN,13,Classification,42.693409742120345,0.1977077363896848
Min,,0:00:00,0.39576583307987856,kNN,13,Classification,51.00286532951289,0.1833810888252149
Max,,0:00:00,0.7849041584932935,kNN,13,Classification,62.46418338108882,0.07163323782234957
Full,,,,kNN,13,Classification,6.876790830945558,0.47564469914040114
kNN,13,0:00:00.809774,0.0873544299085369,RandomForest,46,Regression,19.484240687679083,0.15689233423001603
MICE,,0:13:22.287252,0.03722147931259772,RandomForest,46,Regression,14.040114613180515,0.2761690190039702
GAIN,,0:00:01.308759,0.3113024873390568,RandomForest,46,Regression,39.541547277936964,-0.5726070183796497
Mean,,0:00:00,0.12490199054130623,RandomForest,46,Regression,27.507163323782233,0.0969104563380192
Median,,0:00:00.002019,0.12529656941518563,RandomForest,46,Regression,24.068767908309457,0.10792274203154961
Min,,0:00:00,0.39576583307987856,RandomForest,46,Regression,45.55873925501432,-1.0951186752037514
Max,,0:00:00,0.7849041584932935,RandomForest,46,Regression,45.27220630372493,-0.9887712615985977
Full,,,,RandomForest,46,Regression,10.315186246418339,0.3689714421994069
kNN,13,0:00:00.809774,0.0873544299085369,RandomForest,8,Classification,15.759312320916905,0.24641833810888253
MICE,,0:13:22.287252,0.03722147931259772,RandomForest,8,Classification,12.607449856733524,0.2607449856733524
GAIN,,0:00:01.308759,0.3113024873390568,RandomForest,8,Classification,24.068767908309457,0.23782234957020057
Mean,,0:00:00,0.12490199054130623,RandomForest,8,Classification,19.484240687679083,0.20916905444126074
Median,,0:00:00.002019,0.12529656941518563,RandomForest,8,Classification,19.484240687679083,0.22349570200573066
Min,,0:00:00,0.39576583307987856,RandomForest,8,Classification,22.063037249283667,0.22636103151862463
Max,,0:00:00,0.7849041584932935,RandomForest,8,Classification,25.787965616045845,0.2148997134670487
Full,,,,RandomForest,8,Classification,10.601719197707736,0.31805157593123207
