FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,29,0:00:00.886749,0.10026462862907083,kNN,9,Regression,38.108882521489974,-0.1399798787243196
MICE,,0:12:55.311100,0.0513159888697753,kNN,9,Regression,15.472779369627506,0.4855431530828671
GAIN,,0:00:01.174647,0.3578268703670816,kNN,9,Regression,57.59312320916906,-0.5629877855523127
Mean,,0:00:00,0.1353556452419623,kNN,9,Regression,46.41833810888252,-0.3819486808098769
Median,,0:00:00,0.13424243876374664,kNN,9,Regression,43.55300859598854,-0.2409448362296982
Min,,0:00:00,0.31769896032562617,kNN,9,Regression,56.44699140401146,-0.809607510137689
Max,,0:00:00,0.8249030689166799,kNN,9,Regression,60.17191977077364,-0.7008350464010242
Full,,,,kNN,9,Regression,9.455587392550143,0.714987664125792
kNN,29,0:00:00.886749,0.10026462862907083,kNN,11,Classification,33.2378223495702,0.2979942693409742
MICE,,0:12:55.311100,0.0513159888697753,kNN,11,Classification,11.74785100286533,0.3982808022922636
GAIN,,0:00:01.174647,0.3578268703670816,kNN,11,Classification,59.31232091690544,0.1318051575931232
Mean,,0:00:00,0.1353556452419623,kNN,11,Classification,46.70487106017192,0.22922636103151864
Median,,0:00:00,0.13424243876374664,kNN,11,Classification,41.260744985673355,0.27507163323782235
Min,,0:00:00,0.31769896032562617,kNN,11,Classification,48.99713467048711,0.24068767908309455
Max,,0:00:00,0.8249030689166799,kNN,11,Classification,65.32951289398281,0.10888252148997135
Full,,,,kNN,11,Classification,7.163323782234957,0.5186246418338109
kNN,29,0:00:00.886749,0.10026462862907083,RandomForest,27,Regression,18.624641833810887,0.3538673373643715
MICE,,0:12:55.311100,0.0513159888697753,RandomForest,27,Regression,12.034383954154729,0.4340644822710795
GAIN,,0:00:01.174647,0.3578268703670816,RandomForest,27,Regression,37.53581661891118,-0.37602424229250286
Mean,,0:00:00,0.1353556452419623,RandomForest,27,Regression,24.92836676217765,0.30357846039706415
Median,,0:00:00,0.13424243876374664,RandomForest,27,Regression,23.20916905444126,0.27268574517983835
Min,,0:00:00,0.31769896032562617,RandomForest,27,Regression,40.401146131805156,-0.2799147847075685
Max,,0:00:00,0.8249030689166799,RandomForest,27,Regression,46.70487106017192,-0.7344440568636901
Full,,,,RandomForest,27,Regression,12.034383954154729,0.47301873619131163
kNN,29,0:00:00.886749,0.10026462862907083,RandomForest,37,Classification,14.326647564469914,0.32664756446991405
MICE,,0:12:55.311100,0.0513159888697753,RandomForest,37,Classification,13.180515759312321,0.332378223495702
GAIN,,0:00:01.174647,0.3578268703670816,RandomForest,37,Classification,22.063037249283667,0.27507163323782235
Mean,,0:00:00,0.1353556452419623,RandomForest,37,Classification,18.911174785100286,0.2722063037249284
Median,,0:00:00,0.13424243876374664,RandomForest,37,Classification,17.191977077363898,0.2922636103151863
Min,,0:00:00,0.31769896032562617,RandomForest,37,Classification,20.630372492836678,0.2693409742120344
Max,,0:00:00,0.8249030689166799,RandomForest,37,Classification,34.95702005730659,0.2492836676217765
Full,,,,RandomForest,37,Classification,10.315186246418339,0.39255014326647564
