FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,5,0:00:10.304063,0.10589756598852602,kNN,10,Regression,38.39541547277937,-0.04391833041730764
MICE,,0:19:49.525990,0.06692332225094202,kNN,10,Regression,13.180515759312321,0.5146492873050227
GAIN,,0:00:06.914095,0.3044133587101274,kNN,10,Regression,62.46418338108882,-0.8582756788702284
Mean,,0:00:00.001650,0.13730681573187709,kNN,10,Regression,49.2836676217765,-0.36864170843852584
Median,,0:00:00.014076,0.13806061470692316,kNN,10,Regression,49.2836676217765,-0.31591664115657614
Min,,0:00:00.000686,0.324945014619359,kNN,10,Regression,66.4756446991404,-0.9665382562008389
Max,,0:00:00.000676,0.7180403784359146,kNN,10,Regression,65.61604584527221,-0.9242708398481152
Full,,,,kNN,10,Regression,7.163323782234957,0.7208002939166811
kNN,5,0:00:10.304063,0.10589756598852602,kNN,7,Classification,40.11461318051576,0.19484240687679083
MICE,,0:19:49.525990,0.06692332225094202,kNN,7,Classification,14.040114613180515,0.30659025787965616
GAIN,,0:00:06.914095,0.3044133587101274,kNN,7,Classification,62.750716332378225,0.10028653295128939
Mean,,0:00:00.001650,0.13730681573187709,kNN,7,Classification,53.00859598853868,0.12893982808022922
Median,,0:00:00.014076,0.13806061470692316,kNN,7,Classification,50.429799426934096,0.16332378223495703
Min,,0:00:00.000686,0.324945014619359,kNN,7,Classification,63.89684813753582,0.13753581661891118
Max,,0:00:00.000676,0.7180403784359146,kNN,7,Classification,70.48710601719198,0.07163323782234957
Full,,,,kNN,7,Classification,4.871060171919771,0.5100286532951289
kNN,5,0:00:10.304063,0.10589756598852602,RandomForest,50,Regression,19.197707736389685,0.5364154486891637
MICE,,0:19:49.525990,0.06692332225094202,RandomForest,50,Regression,12.034383954154729,0.5791233905214377
GAIN,,0:00:06.914095,0.3044133587101274,RandomForest,50,Regression,50.429799426934096,-0.35529527630821
Mean,,0:00:00.001650,0.13730681573187709,RandomForest,50,Regression,28.08022922636103,0.37257317794909606
Median,,0:00:00.014076,0.13806061470692316,RandomForest,50,Regression,27.22063037249284,0.39071563736020043
Min,,0:00:00.000686,0.324945014619359,RandomForest,50,Regression,47.56446991404012,-0.26485674502770506
Max,,0:00:00.000676,0.7180403784359146,RandomForest,50,Regression,53.00859598853868,-0.776292172084452
Full,,,,RandomForest,50,Regression,10.601719197707736,0.6688129617910331
kNN,5,0:00:10.304063,0.10589756598852602,RandomForest,45,Classification,14.040114613180515,0.2607449856733524
MICE,,0:19:49.525990,0.06692332225094202,RandomForest,45,Classification,8.882521489971346,0.3553008595988539
GAIN,,0:00:06.914095,0.3044133587101274,RandomForest,45,Classification,25.214899713467048,0.2521489971346705
Mean,,0:00:00.001650,0.13730681573187709,RandomForest,45,Classification,16.9054441260745,0.24641833810888253
Median,,0:00:00.014076,0.13806061470692316,RandomForest,45,Classification,18.624641833810887,0.2636103151862464
Min,,0:00:00.000686,0.324945014619359,RandomForest,45,Classification,25.501432664756447,0.2693409742120344
Max,,0:00:00.000676,0.7180403784359146,RandomForest,45,Classification,41.54727793696275,0.2148997134670487
Full,,,,RandomForest,45,Classification,6.876790830945558,0.3982808022922636
