FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,9,0 days 00:00:09.011272,0.11263948380014392,kNN,4,Regression,11.461318051575931,0.4270196006701883
MICE,,0 days 00:30:20.970207,0.08861372351829618,kNN,4,Regression,6.303724928366762,0.6580650254003297
GAIN,,0 days 00:19:09.882337,0.14374858872570073,kNN,4,Regression,8.595988538681949,0.6503580105648956
Mean,,0 days 00:00:00.026389,0.1447326800985821,kNN,4,Regression,16.045845272206304,0.33049416222124695
Median,,0 days 00:00:00.034781,0.14342974445599752,kNN,4,Regression,15.472779369627506,0.3476593905291385
Min,,0 days 00:00:00.000706,0.2795754937200114,kNN,4,Regression,20.34383954154728,0.1468295885561295
Max,,0 days 00:00:00.000697,0.8406586772957275,kNN,4,Regression,27.507163323782233,-0.026522793540065814
kNN,9,0 days 00:00:09.011272,0.11263948380014392,kNN,9,Classification,10.02865329512894,0.45272206303724927
MICE,,0 days 00:30:20.970207,0.08861372351829618,kNN,9,Classification,4.584527220630372,0.49283667621776506
GAIN,,0 days 00:19:09.882337,0.14374858872570073,kNN,9,Classification,6.590257879656161,0.45272206303724927
Mean,,0 days 00:00:00.026389,0.1447326800985821,kNN,9,Classification,13.753581661891117,0.41260744985673353
Median,,0 days 00:00:00.034781,0.14342974445599752,kNN,9,Classification,12.034383954154729,0.4297994269340974
Min,,0 days 00:00:00.000706,0.2795754937200114,kNN,9,Classification,16.9054441260745,0.40974212034383956
Max,,0 days 00:00:00.000697,0.8406586772957275,kNN,9,Classification,25.787965616045845,0.36103151862464183
kNN,9,0 days 00:00:09.011272,0.11263948380014392,RandomForest,39,Regression,11.174785100286533,0.5581313516514101
MICE,,0 days 00:30:20.970207,0.08861372351829618,RandomForest,39,Regression,9.169054441260744,0.5854358569838056
GAIN,,0 days 00:19:09.882337,0.14374858872570073,RandomForest,39,Regression,11.174785100286533,0.5262933232694108
Mean,,0 days 00:00:00.026389,0.1447326800985821,RandomForest,39,Regression,14.040114613180515,0.5173312139685958
Median,,0 days 00:00:00.034781,0.14342974445599752,RandomForest,39,Regression,13.753581661891117,0.5024919633573675
Min,,0 days 00:00:00.000706,0.2795754937200114,RandomForest,39,Regression,16.045845272206304,0.4323057538517976
Max,,0 days 00:00:00.000697,0.8406586772957275,RandomForest,39,Regression,20.916905444126076,0.15003896364313474
kNN,9,0 days 00:00:09.011272,0.11263948380014392,RandomForest,30,Classification,11.174785100286533,0.335243553008596
MICE,,0 days 00:30:20.970207,0.08861372351829618,RandomForest,30,Classification,10.02865329512894,0.3438395415472779
GAIN,,0 days 00:19:09.882337,0.14374858872570073,RandomForest,30,Classification,10.601719197707736,0.33810888252148996
Mean,,0 days 00:00:00.026389,0.1447326800985821,RandomForest,30,Classification,10.888252148997134,0.3237822349570201
Median,,0 days 00:00:00.034781,0.14342974445599752,RandomForest,30,Classification,12.034383954154729,0.32951289398280803
Min,,0 days 00:00:00.000706,0.2795754937200114,RandomForest,30,Classification,12.320916905444125,0.332378223495702
Max,,0 days 00:00:00.000697,0.8406586772957275,RandomForest,30,Classification,13.753581661891117,0.31805157593123207
