FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,5,0:00:00.997168,0.11196138047471206,kNN,10,Regression,36.96275071633238,0.08159029251163064
MICE,,0:07:25.134980,0.0743533644926486,kNN,10,Regression,18.05157593123209,0.5363411900148729
GAIN,,0:00:01.203318,0.35510049420180906,kNN,10,Regression,54.72779369627507,-0.8058510440194409
Mean,,0:00:00,0.13420480627768266,kNN,10,Regression,55.587392550143264,-0.3535429970265007
Median,,0:00:00,0.13639874765363535,kNN,10,Regression,52.14899713467049,-0.232723973877504
Min,,0:00:00.010070,0.33570551558620576,kNN,10,Regression,71.91977077363897,-1.0640896141741174
Max,,0:00:00,0.7557662784121,kNN,10,Regression,63.61031518624642,-0.923370286997486
Full,,,,kNN,10,Regression,7.736389684813753,0.7215130587574957
kNN,5,0:00:00.997168,0.11196138047471206,kNN,9,Classification,36.96275071633238,0.22636103151862463
MICE,,0:07:25.134980,0.0743533644926486,kNN,9,Classification,17.478510028653297,0.2664756446991404
GAIN,,0:00:01.203318,0.35510049420180906,kNN,9,Classification,64.46991404011462,0.0830945558739255
Mean,,0:00:00,0.13420480627768266,kNN,9,Classification,54.154727793696274,0.13753581661891118
Median,,0:00:00,0.13639874765363535,kNN,9,Classification,49.2836676217765,0.18051575931232092
Min,,0:00:00.010070,0.33570551558620576,kNN,9,Classification,68.48137535816619,0.12320916905444126
Max,,0:00:00,0.7557662784121,kNN,9,Classification,72.77936962750717,0.07449856733524356
Full,,,,kNN,9,Classification,7.4498567335243555,0.49283667621776506
kNN,5,0:00:00.997168,0.11196138047471206,RandomForest,48,Regression,24.068767908309457,0.37900859586319546
MICE,,0:07:25.134980,0.0743533644926486,RandomForest,48,Regression,14.326647564469914,0.5286925778417467
GAIN,,0:00:01.203318,0.35510049420180906,RandomForest,48,Regression,50.429799426934096,-0.4460674304930361
Mean,,0:00:00,0.13420480627768266,RandomForest,48,Regression,29.799426934097422,0.20313804393261614
Median,,0:00:00,0.13639874765363535,RandomForest,48,Regression,30.659025787965614,0.1587660124429796
Min,,0:00:00.010070,0.33570551558620576,RandomForest,48,Regression,46.70487106017192,-0.9199320621283595
Max,,0:00:00,0.7557662784121,RandomForest,48,Regression,59.02578796561605,-0.8511110693708064
Full,,,,RandomForest,48,Regression,8.022922636103152,0.6402074461145713
kNN,5,0:00:00.997168,0.11196138047471206,RandomForest,37,Classification,18.624641833810887,0.27793696275071633
MICE,,0:07:25.134980,0.0743533644926486,RandomForest,37,Classification,16.6189111747851,0.3237822349570201
GAIN,,0:00:01.203318,0.35510049420180906,RandomForest,37,Classification,29.512893982808023,0.23782234957020057
Mean,,0:00:00,0.13420480627768266,RandomForest,37,Classification,25.501432664756447,0.23782234957020057
Median,,0:00:00,0.13639874765363535,RandomForest,37,Classification,23.49570200573066,0.23782234957020057
Min,,0:00:00.010070,0.33570551558620576,RandomForest,37,Classification,28.36676217765043,0.22349570200573066
Max,,0:00:00,0.7557662784121,RandomForest,37,Classification,47.277936962750715,0.20916905444126074
Full,,,,RandomForest,37,Classification,11.74785100286533,0.3524355300859599
